clueGiverID,wordpair,Level,clueFinal,budget,behavioral_clue_list,len_cluelist_behavioral,len_cluelist_union,union_common,len_union_common,finalclue_index_union,len_cluelist_intersection,intersection_common,len_intersection_common,finalclue_index_intersection
457520,gold-silver,Easy,valuable,budget=128,"['valuable', 'precious', 'wealth']",3,10757,"['valuable', 'precious', 'wealth']",3,871,1246,['wealth'],1,-1
457520,gold-silver,Easy,valuable,budget=256,"['valuable', 'precious', 'wealth']",3,11502,"['valuable', 'precious', 'wealth']",3,1159,2246,"['valuable', 'precious', 'wealth']",3,1182
457520,gold-silver,Easy,valuable,budget=512,"['valuable', 'precious', 'wealth']",3,11913,"['valuable', 'precious', 'wealth']",3,1577,3701,"['valuable', 'precious', 'wealth']",3,1344
457520,gums-teeth,Easy,dentist,budget=2,"['dentist', 'oral', 'body']",3,112,"['oral', 'body', 'dentist']",3,4,8,['dentist'],1,2
457520,gums-teeth,Easy,dentist,budget=4,"['dentist', 'oral', 'body']",3,1364,"['oral', 'body', 'dentist']",3,4,15,['dentist'],1,4
457520,gums-teeth,Easy,dentist,budget=8,"['dentist', 'oral', 'body']",3,3524,"['body', 'oral', 'dentist']",3,4,36,['dentist'],1,4
457520,gums-teeth,Easy,dentist,budget=16,"['dentist', 'oral', 'body']",3,5789,"['body', 'oral', 'dentist']",3,4,96,['dentist'],1,4
457520,gums-teeth,Easy,dentist,budget=32,"['dentist', 'oral', 'body']",3,7867,"['body', 'oral', 'dentist']",3,9,267,"['body', 'dentist']",2,8
457520,gums-teeth,Easy,dentist,budget=64,"['dentist', 'oral', 'body']",3,9537,"['body', 'oral', 'dentist']",3,45,666,"['body', 'oral', 'dentist']",3,35
457520,gums-teeth,Easy,dentist,budget=128,"['dentist', 'oral', 'body']",3,10798,"['body', 'oral', 'dentist']",3,118,1242,"['body', 'oral', 'dentist']",3,106
457520,gums-teeth,Easy,dentist,budget=256,"['dentist', 'oral', 'body']",3,11514,"['body', 'oral', 'dentist']",3,313,2270,"['body', 'oral', 'dentist']",3,251
457520,gums-teeth,Easy,dentist,budget=512,"['dentist', 'oral', 'body']",3,11932,"['body', 'oral', 'dentist']",3,577,3726,"['body', 'oral', 'dentist']",3,573
457520,happy-sad,Easy,feeling,budget=2,"['feeling', 'opposite', 'face']",3,165,"['face', 'feeling']",2,36,5,['feeling'],1,3
457520,happy-sad,Easy,feeling,budget=4,"['feeling', 'opposite', 'face']",3,1496,"['face', 'feeling', 'opposite']",3,47,17,"['face', 'feeling']",2,8
457520,happy-sad,Easy,feeling,budget=8,"['feeling', 'opposite', 'face']",3,3599,"['face', 'feeling', 'opposite']",3,46,36,"['face', 'feeling']",2,17
457520,happy-sad,Easy,feeling,budget=16,"['feeling', 'opposite', 'face']",3,5795,"['face', 'feeling', 'opposite']",3,75,100,"['face', 'feeling']",2,45
457520,happy-sad,Easy,feeling,budget=32,"['feeling', 'opposite', 'face']",3,7814,"['face', 'feeling', 'opposite']",3,130,259,"['face', 'feeling']",2,54
457520,happy-sad,Easy,feeling,budget=64,"['feeling', 'opposite', 'face']",3,9462,"['face', 'feeling', 'opposite']",3,189,611,"['face', 'feeling']",2,125
457520,happy-sad,Easy,feeling,budget=128,"['feeling', 'opposite', 'face']",3,10739,"['face', 'feeling', 'opposite']",3,299,1243,"['face', 'feeling']",2,179
457520,happy-sad,Easy,feeling,budget=256,"['feeling', 'opposite', 'face']",3,11510,"['face', 'feeling', 'opposite']",3,326,2276,"['face', 'feeling', 'opposite']",3,337
457520,happy-sad,Easy,feeling,budget=512,"['feeling', 'opposite', 'face']",3,11895,"['face', 'feeling', 'opposite']",3,353,3769,"['face', 'feeling', 'opposite']",3,305
457520,holy-kind,Medium,religious,budget=2,"['religious', 'nice', 'sacred']",3,178,"['religious', 'sacred', 'nice']",3,14,0,[],0,-1
457520,holy-kind,Medium,religious,budget=4,"['religious', 'nice', 'sacred']",3,1751,"['religious', 'sacred', 'nice']",3,17,5,[],0,-1
457520,holy-kind,Medium,religious,budget=8,"['religious', 'nice', 'sacred']",3,3836,"['religious', 'sacred', 'nice']",3,21,28,['nice'],1,-1
457520,holy-kind,Medium,religious,budget=16,"['religious', 'nice', 'sacred']",3,5848,"['religious', 'sacred', 'nice']",3,63,90,['nice'],1,-1
457520,holy-kind,Medium,religious,budget=32,"['religious', 'nice', 'sacred']",3,7849,"['religious', 'sacred', 'nice']",3,157,262,['nice'],1,-1
457520,holy-kind,Medium,religious,budget=64,"['religious', 'nice', 'sacred']",3,9533,"['religious', 'sacred', 'nice']",3,420,598,['nice'],1,-1
457520,holy-kind,Medium,religious,budget=128,"['religious', 'nice', 'sacred']",3,10794,"['religious', 'sacred', 'nice']",3,755,1264,['nice'],1,-1
457520,holy-kind,Medium,religious,budget=256,"['religious', 'nice', 'sacred']",3,11524,"['religious', 'sacred', 'nice']",3,1252,2261,"['religious', 'nice']",2,1922
457520,holy-kind,Medium,religious,budget=512,"['religious', 'nice', 'sacred']",3,11914,"['religious', 'sacred', 'nice']",3,1649,3802,"['religious', 'sacred', 'nice']",3,1399
457520,jump-leap,Easy,height,budget=2,"['height', 'basketball', 'air']",3,153,['height'],1,20,7,[],0,-1
457520,jump-leap,Easy,height,budget=4,"['height', 'basketball', 'air']",3,1578,"['air', 'basketball', 'height']",3,34,20,[],0,-1
457520,jump-leap,Easy,height,budget=8,"['height', 'basketball', 'air']",3,3707,"['air', 'basketball', 'height']",3,56,38,[],0,-1
457520,jump-leap,Easy,height,budget=16,"['height', 'basketball', 'air']",3,5844,"['air', 'basketball', 'height']",3,137,108,[],0,-1
457520,jump-leap,Easy,height,budget=32,"['height', 'basketball', 'air']",3,7803,"['air', 'basketball', 'height']",3,277,275,[],0,-1
457520,jump-leap,Easy,height,budget=64,"['height', 'basketball', 'air']",3,9518,"['air', 'basketball', 'height']",3,448,619,['air'],1,-1
457520,jump-leap,Easy,height,budget=128,"['height', 'basketball', 'air']",3,10747,"['air', 'basketball', 'height']",3,554,1245,"['air', 'height']",2,414
457520,jump-leap,Easy,height,budget=256,"['height', 'basketball', 'air']",3,11523,"['air', 'basketball', 'height']",3,626,2313,"['air', 'basketball', 'height']",3,575
457520,jump-leap,Easy,height,budget=512,"['height', 'basketball', 'air']",3,11890,"['air', 'basketball', 'height']",3,609,3728,"['air', 'basketball', 'height']",3,708
457520,lion-tiger,Easy,animal,budget=2,"['animal', 'cat', 'Africa']",3,135,"['cat', 'animal', 'Africa']",3,10,6,"['cat', 'animal']",2,4
457520,lion-tiger,Easy,animal,budget=4,"['animal', 'cat', 'Africa']",3,1533,"['cat', 'Africa', 'animal']",3,6,15,"['cat', 'animal']",2,3
457520,lion-tiger,Easy,animal,budget=8,"['animal', 'cat', 'Africa']",3,3637,"['cat', 'Africa', 'animal']",3,5,32,"['cat', 'animal']",2,3
457520,lion-tiger,Easy,animal,budget=16,"['animal', 'cat', 'Africa']",3,5871,"['cat', 'Africa', 'animal']",3,4,105,"['cat', 'animal']",2,3
457520,lion-tiger,Easy,animal,budget=32,"['animal', 'cat', 'Africa']",3,7901,"['cat', 'Africa', 'animal']",3,8,268,"['cat', 'animal']",2,3
457520,lion-tiger,Easy,animal,budget=64,"['animal', 'cat', 'Africa']",3,9582,"['cat', 'Africa', 'animal']",3,16,593,"['cat', 'Africa', 'animal']",3,11
457520,lion-tiger,Easy,animal,budget=128,"['animal', 'cat', 'Africa']",3,10779,"['cat', 'Africa', 'animal']",3,40,1246,"['cat', 'Africa', 'animal']",3,30
457520,lion-tiger,Easy,animal,budget=256,"['animal', 'cat', 'Africa']",3,11511,"['cat', 'Africa', 'animal']",3,55,2230,"['cat', 'Africa', 'animal']",3,50
457520,lion-tiger,Easy,animal,budget=512,"['animal', 'cat', 'Africa']",3,11916,"['cat', 'Africa', 'animal']",3,64,3761,"['cat', 'Africa', 'animal']",3,71
457520,new-old,Easy,age,budget=2,"['age', 'opposite', 'short']",3,194,['age'],1,5,3,[],0,-1
457520,new-old,Easy,age,budget=4,"['age', 'opposite', 'short']",3,1751,"['age', 'short']",2,3,11,['age'],1,8
457520,new-old,Easy,age,budget=8,"['age', 'opposite', 'short']",3,3743,"['age', 'short']",2,3,35,['age'],1,26
457520,new-old,Easy,age,budget=16,"['age', 'opposite', 'short']",3,5867,"['age', 'short', 'opposite']",3,4,106,['age'],1,21
457520,new-old,Easy,age,budget=32,"['age', 'opposite', 'short']",3,7808,"['age', 'short', 'opposite']",3,25,280,"['age', 'short']",2,48
457520,new-old,Easy,age,budget=64,"['age', 'opposite', 'short']",3,9526,"['age', 'short', 'opposite']",3,77,627,"['age', 'short']",2,83
457520,new-old,Easy,age,budget=128,"['age', 'opposite', 'short']",3,10793,"['age', 'short', 'opposite']",3,138,1251,"['age', 'short', 'opposite']",3,208
457520,new-old,Easy,age,budget=256,"['age', 'opposite', 'short']",3,11529,"['age', 'short', 'opposite']",3,204,2247,"['age', 'short', 'opposite']",3,245
457520,new-old,Easy,age,budget=512,"['age', 'opposite', 'short']",3,11912,"['age', 'short', 'opposite']",3,278,3715,"['age', 'short', 'opposite']",3,282
457520,oak-tree,Easy,plant,budget=2,"['plant', 'tall', 'wood']",3,154,"['wood', 'plant', 'tall']",3,9,7,['wood'],1,-1
457520,oak-tree,Easy,plant,budget=4,"['plant', 'tall', 'wood']",3,1427,"['wood', 'plant', 'tall']",3,8,23,"['wood', 'plant']",2,22
457520,oak-tree,Easy,plant,budget=8,"['plant', 'tall', 'wood']",3,3488,"['wood', 'plant', 'tall']",3,9,45,"['wood', 'plant']",2,42
457520,oak-tree,Easy,plant,budget=16,"['plant', 'tall', 'wood']",3,5634,"['wood', 'plant', 'tall']",3,13,98,"['wood', 'plant']",2,91
457520,oak-tree,Easy,plant,budget=32,"['plant', 'tall', 'wood']",3,7799,"['wood', 'plant', 'tall']",3,43,244,"['wood', 'plant']",2,77
457520,oak-tree,Easy,plant,budget=64,"['plant', 'tall', 'wood']",3,9579,"['wood', 'plant', 'tall']",3,84,629,"['wood', 'plant', 'tall']",3,209
457520,oak-tree,Easy,plant,budget=128,"['plant', 'tall', 'wood']",3,10796,"['wood', 'plant', 'tall']",3,107,1252,"['wood', 'plant', 'tall']",3,245
457520,oak-tree,Easy,plant,budget=256,"['plant', 'tall', 'wood']",3,11552,"['wood', 'plant', 'tall']",3,162,2257,"['wood', 'plant', 'tall']",3,226
457520,oak-tree,Easy,plant,budget=512,"['plant', 'tall', 'wood']",3,11893,"['wood', 'plant', 'tall']",3,219,3735,"['wood', 'plant', 'tall']",3,257
457520,olive-real,Hard,food,budget=2,"['el', 'genuine', 'food']",3,160,"['food', 'genuine']",2,70,0,[],0,-1
457520,olive-real,Hard,food,budget=4,"['el', 'genuine', 'food']",3,1736,"['food', 'genuine']",2,33,4,['food'],1,2
457520,olive-real,Hard,food,budget=8,"['el', 'genuine', 'food']",3,3820,"['food', 'genuine']",2,16,23,['food'],1,11
457520,olive-real,Hard,food,budget=16,"['el', 'genuine', 'food']",3,5963,"['food', 'genuine']",2,10,98,['food'],1,1
457520,olive-real,Hard,food,budget=32,"['el', 'genuine', 'food']",3,7931,"['food', 'genuine']",2,8,260,['food'],1,3
457520,olive-real,Hard,food,budget=64,"['el', 'genuine', 'food']",3,9562,"['food', 'genuine']",2,5,618,['food'],1,4
457520,olive-real,Hard,food,budget=128,"['el', 'genuine', 'food']",3,10782,"['food', 'genuine']",2,5,1303,['food'],1,2
457520,olive-real,Hard,food,budget=256,"['el', 'genuine', 'food']",3,11555,"['food', 'genuine']",2,4,2298,['food'],1,2
457520,olive-real,Hard,food,budget=512,"['el', 'genuine', 'food']",3,11918,"['food', 'genuine']",2,4,3696,"['food', 'genuine']",2,2
457520,regret-rude,Hard,mean,budget=2,"['mean', 'FOMO', 'r']",3,230,['mean'],1,2,1,[],0,-1
457520,regret-rude,Hard,mean,budget=4,"['mean', 'FOMO', 'r']",3,1827,['mean'],1,3,7,[],0,-1
457520,regret-rude,Hard,mean,budget=8,"['mean', 'FOMO', 'r']",3,3839,['mean'],1,3,29,['mean'],1,21
457520,regret-rude,Hard,mean,budget=16,"['mean', 'FOMO', 'r']",3,5932,['mean'],1,3,92,['mean'],1,65
457520,regret-rude,Hard,mean,budget=32,"['mean', 'FOMO', 'r']",3,7936,['mean'],1,9,267,['mean'],1,187
457520,regret-rude,Hard,mean,budget=64,"['mean', 'FOMO', 'r']",3,9590,['mean'],1,33,652,['mean'],1,56
457520,regret-rude,Hard,mean,budget=128,"['mean', 'FOMO', 'r']",3,10759,"['mean', 'r']",2,86,1253,['mean'],1,86
457520,regret-rude,Hard,mean,budget=256,"['mean', 'FOMO', 'r']",3,11485,"['mean', 'r']",2,115,2274,['mean'],1,117
457520,regret-rude,Hard,mean,budget=512,"['mean', 'FOMO', 'r']",3,11891,"['mean', 'r']",2,139,3735,['mean'],1,129
457520,sit-stand,Easy,opposite,budget=2,"['opposite', 'position', 's']",3,170,['position'],1,-1,5,[],0,-1
457520,sit-stand,Easy,opposite,budget=4,"['opposite', 'position', 's']",3,1682,"['position', 'opposite']",2,769,13,[],0,-1
457520,sit-stand,Easy,opposite,budget=8,"['opposite', 'position', 's']",3,3763,"['position', 'opposite']",2,1955,33,[],0,-1
457520,sit-stand,Easy,opposite,budget=16,"['opposite', 'position', 's']",3,5930,"['position', 'opposite']",2,2505,101,[],0,-1
457520,sit-stand,Easy,opposite,budget=32,"['opposite', 'position', 's']",3,7942,"['position', 'opposite']",2,2777,275,[],0,-1
457520,sit-stand,Easy,opposite,budget=64,"['opposite', 'position', 's']",3,9618,"['position', 'opposite']",2,2410,637,[],0,-1
457520,sit-stand,Easy,opposite,budget=128,"['opposite', 'position', 's']",3,10808,"['s', 'position', 'opposite']",3,1857,1293,['position'],1,-1
457520,sit-stand,Easy,opposite,budget=256,"['opposite', 'position', 's']",3,11529,"['s', 'position', 'opposite']",3,2153,2303,"['position', 'opposite']",2,1050
457520,sit-stand,Easy,opposite,budget=512,"['opposite', 'position', 's']",3,11900,"['s', 'position', 'opposite']",3,2255,3752,"['position', 'opposite']",2,1701
457520,stern-wind,Hard,sailing,budget=2,"['sailing', 'weather', 'cold']",3,188,"['cold', 'weather']",2,-1,0,[],0,-1
457520,stern-wind,Hard,sailing,budget=4,"['sailing', 'weather', 'cold']",3,1799,"['sailing', 'cold', 'weather']",3,347,9,['cold'],1,-1
457520,stern-wind,Hard,sailing,budget=8,"['sailing', 'weather', 'cold']",3,3845,"['sailing', 'cold', 'weather']",3,455,27,['cold'],1,-1
457520,stern-wind,Hard,sailing,budget=16,"['sailing', 'weather', 'cold']",3,5912,"['sailing', 'cold', 'weather']",3,878,105,['cold'],1,-1
457520,stern-wind,Hard,sailing,budget=32,"['sailing', 'weather', 'cold']",3,7813,"['sailing', 'cold', 'weather']",3,1305,300,['cold'],1,-1
457520,stern-wind,Hard,sailing,budget=64,"['sailing', 'weather', 'cold']",3,9534,"['sailing', 'cold', 'weather']",3,1835,626,"['cold', 'weather']",2,-1
457520,stern-wind,Hard,sailing,budget=128,"['sailing', 'weather', 'cold']",3,10751,"['sailing', 'cold', 'weather']",3,2409,1212,"['cold', 'weather']",2,-1
457520,stern-wind,Hard,sailing,budget=256,"['sailing', 'weather', 'cold']",3,11547,"['sailing', 'cold', 'weather']",3,2574,2180,"['cold', 'weather']",2,-1
457520,stern-wind,Hard,sailing,budget=512,"['sailing', 'weather', 'cold']",3,11920,"['sailing', 'cold', 'weather']",3,2749,3684,"['sailing', 'cold', 'weather']",3,3092
457520,trauma-weird,Medium,unpleasant,budget=2,"['unpleasant', 'sad', 'scary']",3,190,"['sad', 'scary']",2,-1,0,[],0,-1
457520,trauma-weird,Medium,unpleasant,budget=4,"['unpleasant', 'sad', 'scary']",3,1778,"['unpleasant', 'sad', 'scary']",3,683,3,['sad'],1,-1
457520,trauma-weird,Medium,unpleasant,budget=8,"['unpleasant', 'sad', 'scary']",3,3846,"['unpleasant', 'sad', 'scary']",3,653,31,['sad'],1,-1
457520,trauma-weird,Medium,unpleasant,budget=16,"['unpleasant', 'sad', 'scary']",3,5940,"['unpleasant', 'sad', 'scary']",3,1010,96,['sad'],1,-1
457520,trauma-weird,Medium,unpleasant,budget=32,"['unpleasant', 'sad', 'scary']",3,7875,"['unpleasant', 'sad', 'scary']",3,1281,267,"['sad', 'scary']",2,-1
457520,trauma-weird,Medium,unpleasant,budget=64,"['unpleasant', 'sad', 'scary']",3,9567,"['unpleasant', 'sad', 'scary']",3,1536,620,"['sad', 'scary']",2,-1
457520,trauma-weird,Medium,unpleasant,budget=128,"['unpleasant', 'sad', 'scary']",3,10772,"['unpleasant', 'sad', 'scary']",3,1633,1299,"['unpleasant', 'sad', 'scary']",3,872
457520,trauma-weird,Medium,unpleasant,budget=256,"['unpleasant', 'sad', 'scary']",3,11514,"['unpleasant', 'sad', 'scary']",3,1344,2305,"['unpleasant', 'sad', 'scary']",3,1627
457520,trauma-weird,Medium,unpleasant,budget=512,"['unpleasant', 'sad', 'scary']",3,11898,"['unpleasant', 'sad', 'scary']",3,1243,3761,"['unpleasant', 'sad', 'scary']",3,1039
457564,ankle-travel,Hard,walking,budget=2,"['walking', 'journey', 'running']",3,189,"['walking', 'journey']",2,73,0,[],0,-1
457564,ankle-travel,Hard,walking,budget=4,"['walking', 'journey', 'running']",3,1754,"['walking', 'journey', 'running']",3,95,1,[],0,-1
457564,ankle-travel,Hard,walking,budget=8,"['walking', 'journey', 'running']",3,3777,"['walking', 'journey', 'running']",3,142,23,[],0,-1
457564,ankle-travel,Hard,walking,budget=16,"['walking', 'journey', 'running']",3,5960,"['walking', 'journey', 'running']",3,239,90,[],0,-1
457564,ankle-travel,Hard,walking,budget=32,"['walking', 'journey', 'running']",3,7901,"['walking', 'journey', 'running']",3,432,264,[],0,-1
457564,ankle-travel,Hard,walking,budget=64,"['walking', 'journey', 'running']",3,9546,"['walking', 'journey', 'running']",3,497,646,[],0,-1
457564,ankle-travel,Hard,walking,budget=128,"['walking', 'journey', 'running']",3,10755,"['walking', 'journey', 'running']",3,650,1258,['running'],1,-1
457564,ankle-travel,Hard,walking,budget=256,"['walking', 'journey', 'running']",3,11488,"['walking', 'journey', 'running']",3,814,2259,"['walking', 'journey', 'running']",3,1311
457564,ankle-travel,Hard,walking,budget=512,"['walking', 'journey', 'running']",3,11877,"['walking', 'journey', 'running']",3,886,3688,"['walking', 'journey', 'running']",3,770
457564,army-drum,Medium,band,budget=2,"['marching', 'band', 'military']",3,181,"['military', 'band']",2,11,1,[],0,-1
457564,army-drum,Medium,band,budget=4,"['marching', 'band', 'military']",3,1794,"['military', 'band', 'marching']",3,9,6,[],0,-1
457564,army-drum,Medium,band,budget=8,"['marching', 'band', 'military']",3,3829,"['military', 'band', 'marching']",3,12,36,[],0,-1
457564,army-drum,Medium,band,budget=16,"['marching', 'band', 'military']",3,5955,"['military', 'band', 'marching']",3,28,92,['band'],1,71
457564,army-drum,Medium,band,budget=32,"['marching', 'band', 'military']",3,7859,"['military', 'band', 'marching']",3,78,246,['band'],1,205
457564,army-drum,Medium,band,budget=64,"['marching', 'band', 'military']",3,9500,"['military', 'band', 'marching']",3,138,624,"['military', 'band']",2,195
457564,army-drum,Medium,band,budget=128,"['marching', 'band', 'military']",3,10755,"['military', 'band', 'marching']",3,296,1269,"['military', 'band']",2,293
457564,army-drum,Medium,band,budget=256,"['marching', 'band', 'military']",3,11503,"['military', 'band', 'marching']",3,329,2271,"['military', 'band']",2,350
457564,army-drum,Medium,band,budget=512,"['marching', 'band', 'military']",3,11911,"['military', 'band', 'marching']",3,375,3723,"['military', 'band']",2,373
457564,ash-snake,Hard,cremation,budget=2,"['unrelated', 'burnt', 'cremation']",3,185,"['burnt', 'cremation']",2,154,0,[],0,-1
457564,ash-snake,Hard,cremation,budget=4,"['unrelated', 'burnt', 'cremation']",3,1681,"['burnt', 'cremation']",2,464,7,[],0,-1
457564,ash-snake,Hard,cremation,budget=8,"['unrelated', 'burnt', 'cremation']",3,3803,"['burnt', 'cremation']",2,833,25,[],0,-1
457564,ash-snake,Hard,cremation,budget=16,"['unrelated', 'burnt', 'cremation']",3,5862,"['burnt', 'cremation']",2,1794,85,[],0,-1
457564,ash-snake,Hard,cremation,budget=32,"['unrelated', 'burnt', 'cremation']",3,7814,"['burnt', 'cremation']",2,3234,252,[],0,-1
457564,ash-snake,Hard,cremation,budget=64,"['unrelated', 'burnt', 'cremation']",3,9505,"['burnt', 'cremation']",2,5087,586,[],0,-1
457564,ash-snake,Hard,cremation,budget=128,"['unrelated', 'burnt', 'cremation']",3,10754,"['burnt', 'cremation']",2,7342,1272,[],0,-1
457564,ash-snake,Hard,cremation,budget=256,"['unrelated', 'burnt', 'cremation']",3,11506,"['burnt', 'cremation']",2,7523,2259,[],0,-1
457564,ash-snake,Hard,cremation,budget=512,"['unrelated', 'burnt', 'cremation']",3,11909,"['burnt', 'cremation']",2,7695,3764,[],0,-1
457564,bet-dream,Medium,chance,budget=2,"['chance', 'unrealistic', 'gander']",3,200,['chance'],1,35,0,[],0,-1
457564,bet-dream,Medium,chance,budget=4,"['chance', 'unrealistic', 'gander']",3,1783,"['unrealistic', 'chance']",2,19,3,[],0,-1
457564,bet-dream,Medium,chance,budget=8,"['chance', 'unrealistic', 'gander']",3,3894,"['unrealistic', 'chance']",2,40,13,[],0,-1
457564,bet-dream,Medium,chance,budget=16,"['chance', 'unrealistic', 'gander']",3,5936,"['unrealistic', 'chance']",2,96,76,[],0,-1
457564,bet-dream,Medium,chance,budget=32,"['chance', 'unrealistic', 'gander']",3,7856,"['unrealistic', 'chance']",2,250,251,[],0,-1
457564,bet-dream,Medium,chance,budget=64,"['chance', 'unrealistic', 'gander']",3,9532,"['unrealistic', 'chance', 'gander']",3,514,621,[],0,-1
457564,bet-dream,Medium,chance,budget=128,"['chance', 'unrealistic', 'gander']",3,10788,"['unrealistic', 'chance', 'gander']",3,749,1263,['chance'],1,1117
457564,bet-dream,Medium,chance,budget=256,"['chance', 'unrealistic', 'gander']",3,11527,"['unrealistic', 'chance', 'gander']",3,1042,2292,['chance'],1,764
457564,bet-dream,Medium,chance,budget=512,"['chance', 'unrealistic', 'gander']",3,11888,"['unrealistic', 'chance', 'gander']",3,1160,3708,['chance'],1,938
457564,birth-hand,Medium,gynecologist,budget=2,"['gynecologist', 'delivery', 'child']",3,190,"['child', 'delivery']",2,-1,0,[],0,-1
457564,birth-hand,Medium,gynecologist,budget=4,"['gynecologist', 'delivery', 'child']",3,1814,"['child', 'delivery']",2,-1,5,[],0,-1
457564,birth-hand,Medium,gynecologist,budget=8,"['gynecologist', 'delivery', 'child']",3,3801,"['child', 'delivery']",2,-1,24,['child'],1,-1
457564,birth-hand,Medium,gynecologist,budget=16,"['gynecologist', 'delivery', 'child']",3,5886,"['child', 'delivery']",2,-1,100,['child'],1,-1
457564,birth-hand,Medium,gynecologist,budget=32,"['gynecologist', 'delivery', 'child']",3,7863,"['child', 'delivery']",2,-1,249,['child'],1,-1
457564,birth-hand,Medium,gynecologist,budget=64,"['gynecologist', 'delivery', 'child']",3,9524,"['child', 'delivery']",2,-1,597,['child'],1,-1
457564,birth-hand,Medium,gynecologist,budget=128,"['gynecologist', 'delivery', 'child']",3,10775,"['child', 'delivery']",2,-1,1230,['child'],1,-1
457564,birth-hand,Medium,gynecologist,budget=256,"['gynecologist', 'delivery', 'child']",3,11519,"['child', 'delivery']",2,-1,2241,['child'],1,-1
457564,birth-hand,Medium,gynecologist,budget=512,"['gynecologist', 'delivery', 'child']",3,11889,"['child', 'delivery']",2,-1,3782,['child'],1,-1
457564,bone-garage,Hard,calcium,budget=2,"['car', 'calcium', 'weird']",3,183,"['car', 'calcium']",2,16,0,[],0,-1
457564,bone-garage,Hard,calcium,budget=4,"['car', 'calcium', 'weird']",3,1787,"['car', 'calcium']",2,27,5,['car'],1,-1
457564,bone-garage,Hard,calcium,budget=8,"['car', 'calcium', 'weird']",3,3850,"['car', 'weird', 'calcium']",3,49,25,['car'],1,-1
457564,bone-garage,Hard,calcium,budget=16,"['car', 'calcium', 'weird']",3,5908,"['car', 'weird', 'calcium']",3,149,100,['car'],1,-1
457564,bone-garage,Hard,calcium,budget=32,"['car', 'calcium', 'weird']",3,7801,"['car', 'weird', 'calcium']",3,387,255,['car'],1,-1
457564,bone-garage,Hard,calcium,budget=64,"['car', 'calcium', 'weird']",3,9434,"['car', 'weird', 'calcium']",3,747,621,['car'],1,-1
457564,bone-garage,Hard,calcium,budget=128,"['car', 'calcium', 'weird']",3,10723,"['car', 'weird', 'calcium']",3,1318,1253,['car'],1,-1
457564,bone-garage,Hard,calcium,budget=256,"['car', 'calcium', 'weird']",3,11526,"['car', 'weird', 'calcium']",3,1967,2309,"['car', 'weird']",2,-1
457564,bone-garage,Hard,calcium,budget=512,"['car', 'calcium', 'weird']",3,11912,"['car', 'weird', 'calcium']",3,2715,3738,"['car', 'weird']",2,-1
457564,boot-crust,Hard,shoe,budget=2,"['shoe', 'pie', 'shoe']",3,161,"['shoe', 'pie']",2,2,0,[],0,-1
457564,boot-crust,Hard,shoe,budget=4,"['shoe', 'pie', 'shoe']",3,1715,"['shoe', 'pie']",2,2,5,[],0,-1
457564,boot-crust,Hard,shoe,budget=8,"['shoe', 'pie', 'shoe']",3,3774,"['shoe', 'pie']",2,2,31,['pie'],1,-1
457564,boot-crust,Hard,shoe,budget=16,"['shoe', 'pie', 'shoe']",3,5859,"['shoe', 'pie']",2,2,89,"['shoe', 'pie']",2,20
457564,boot-crust,Hard,shoe,budget=32,"['shoe', 'pie', 'shoe']",3,7831,"['shoe', 'pie']",2,4,262,"['shoe', 'pie']",2,24
457564,boot-crust,Hard,shoe,budget=64,"['shoe', 'pie', 'shoe']",3,9554,"['shoe', 'pie']",2,22,583,"['shoe', 'pie']",2,61
457564,boot-crust,Hard,shoe,budget=128,"['shoe', 'pie', 'shoe']",3,10771,"['shoe', 'pie']",2,74,1283,"['shoe', 'pie']",2,137
457564,boot-crust,Hard,shoe,budget=256,"['shoe', 'pie', 'shoe']",3,11538,"['shoe', 'pie']",2,165,2300,"['shoe', 'pie']",2,267
457564,boot-crust,Hard,shoe,budget=512,"['shoe', 'pie', 'shoe']",3,11914,"['shoe', 'pie']",2,300,3748,"['shoe', 'pie']",2,327
457564,bowl-sun,Medium,cereal,budget=2,"['breakfast', 'morning', 'cereal']",3,184,"['breakfast', 'cereal']",2,3,0,[],0,-1
457564,bowl-sun,Medium,cereal,budget=4,"['breakfast', 'morning', 'cereal']",3,1669,"['breakfast', 'cereal', 'morning']",3,5,5,[],0,-1
457564,bowl-sun,Medium,cereal,budget=8,"['breakfast', 'morning', 'cereal']",3,3739,"['breakfast', 'cereal', 'morning']",3,7,33,[],0,-1
457564,bowl-sun,Medium,cereal,budget=16,"['breakfast', 'morning', 'cereal']",3,5827,"['breakfast', 'cereal', 'morning']",3,13,89,[],0,-1
457564,bowl-sun,Medium,cereal,budget=32,"['breakfast', 'morning', 'cereal']",3,7796,"['breakfast', 'cereal', 'morning']",3,39,251,[],0,-1
457564,bowl-sun,Medium,cereal,budget=64,"['breakfast', 'morning', 'cereal']",3,9448,"['breakfast', 'cereal', 'morning']",3,116,614,"['breakfast', 'morning']",2,-1
457564,bowl-sun,Medium,cereal,budget=128,"['breakfast', 'morning', 'cereal']",3,10751,"['breakfast', 'cereal', 'morning']",3,313,1238,"['breakfast', 'morning']",2,-1
457564,bowl-sun,Medium,cereal,budget=256,"['breakfast', 'morning', 'cereal']",3,11538,"['breakfast', 'cereal', 'morning']",3,566,2258,"['breakfast', 'cereal', 'morning']",3,1654
