,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,union_2,intersection_2,union_4,intersection_4,union_8,intersection_8,union_16,intersection_16,union_32,intersection_32,union_64,intersection_64,union_128,intersection_128,union_256,intersection_256,union_512,intersection_512
840,4289,490603,birth-hand,Medium,baby,clueOption3,arm,arm,birth,hand,34.000001,1e-06,41.000001,1e-06,45.000001,1e-06,50.000001,1e-06,62.000001,1.000001,83.000001,1.000001,124.000001,2.000001,181.000001,7.000001,297.000001,22.000001
841,4312,490624,birth-hand,Medium,newborn,clueOption3,life,life,birth,hand,26.000001,1e-06,39.000001,1e-06,56.000001,1.000001,80.000001,2.000001,142.000001,9.000001000000001,230.000001,16.000001,393.000001,51.000001,616.000001,142.000001,872.000001,398.000001
842,4342,491095,birth-hand,Medium,deliver,clueOption3,deliver,deliver,birth,hand,7.000001,1e-06,8.000001000000001,1e-06,8.000001000000001,1e-06,8.000001000000001,1e-06,8.000001000000001,1e-06,10.000001000000001,1e-06,10.000001000000001,1e-06,15.000001000000001,1e-06,29.000001,2.000001
843,4729,463946,birth-hand,Medium,contractions,clueOption4,fetus,fetus,birth,hand,1e-06,1e-06,1.000001,1e-06,1.000001,1e-06,1.000001,1e-06,1.000001,1e-06,2.000001,1e-06,2.000001,1e-06,4.000001,1e-06,13.000001000000001,1e-06
844,4857,464439,birth-hand,Medium,baby,clueOption4,baby,baby,birth,hand,134.000001,1e-06,169.000001,1.000001,177.000001,4.000001,200.000001,8.000001000000001,252.000001,14.000001000000001,335.000001,28.000001,464.000001,69.000001,669.000001,184.000001,873.000001,407.000001
845,4887,465668,birth-hand,Medium,Sistine,clueOption4,small,small,birth,hand,1e-06,1e-06,13.000001000000001,1e-06,26.000001,1e-06,46.000001,1.000001,101.000001,4.000001,195.000001,12.000001000000001,354.000001,43.000001,604.000001,133.000001,855.000001,397.000001
846,4947,466195,birth-hand,Medium,body part,clueOption4,fingers,fingers,birth,hand,74.000001,1e-06,86.000001,1e-06,91.000001,1e-06,94.000001,1e-06,110.000001,1.000001,130.000001,3.000001,160.000001,3.000001,228.000001,14.000001000000001,345.000001,31.000001
847,5045,473115,birth-hand,Medium,infant,clueOption4,rattle,rattle,birth,hand,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,2.000001,1e-06,4.000001,1e-06,9.000001000000001,1e-06,13.000001000000001,1e-06,28.000001,1e-06,52.000001,1.000001
848,5074,473130,birth-hand,Medium,deformity,clueOption4,birthmark,birthmark,birth,hand,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
849,5144,473706,birth-hand,Medium,OBGYN,clueOption4,marriage,marriage,birth,hand,9.000001000000001,1e-06,15.000001000000001,1e-06,24.000001,1e-06,29.000001,1.000001,37.000001,1.000001,60.000001,1.000001,117.000001,2.000001,211.000001,12.000001000000001,393.000001,41.000001
850,5688,490556,birth-hand,Medium,baby,clueOption4,grasp,grasp,birth,hand,5.000001,1e-06,7.000001,1e-06,7.000001,1e-06,8.000001000000001,1e-06,10.000001000000001,1e-06,12.000001000000001,1e-06,19.000001,1e-06,37.000001,1.000001,79.000001,1.000001
851,6185,463946,birth-hand,Medium,contractions,clueOption5,womb,womb,birth,hand,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,2.000001,1e-06,3.000001,1e-06,8.000001000000001,1e-06,15.000001000000001,1e-06,20.000001,1e-06,39.000001,1e-06
852,6313,464439,birth-hand,Medium,baby,clueOption5,grasping,grasping,birth,hand,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
853,6403,466195,birth-hand,Medium,body part,clueOption5,right,right,birth,hand,40.000001,1e-06,58.000001,1.000001,68.000001,1.000001,79.000001,1.000001,101.000001,1.000001,152.000001,7.000001,237.000001,16.000001,371.000001,43.000001,577.000001,129.000001
854,6600,473706,birth-hand,Medium,OBGYN,clueOption5,child,child,birth,hand,52.000001,1e-06,77.000001,1e-06,92.000001,1.000001,120.000001,4.000001,180.000001,9.000001000000001,275.000001,27.000001,453.000001,69.000001,689.000001,198.000001,887.000001,454.000001
855,7641,463946,birth-hand,Medium,contractions,clueOption6,contraction,contraction,birth,hand,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
856,7859,466195,birth-hand,Medium,body part,clueOption6,left,left,birth,hand,33.000001,1e-06,44.000001,1e-06,47.000001,1e-06,52.000001,1e-06,66.000001,1e-06,93.000001,3.000001,145.000001,7.000001,237.000001,18.000001,400.000001,63.000001
857,8056,473706,birth-hand,Medium,OBGYN,clueOption6,baby,baby,birth,hand,134.000001,1e-06,169.000001,1.000001,177.000001,4.000001,200.000001,8.000001000000001,252.000001,14.000001000000001,335.000001,28.000001,464.000001,69.000001,669.000001,184.000001,873.000001,407.000001
858,9315,466195,birth-hand,Medium,body part,clueOption7,body part,body part,birth,hand,7.000001,1e-06,7.000001,1e-06,7.000001,1e-06,7.000001,1e-06,8.000001000000001,1e-06,9.000001000000001,1e-06,14.000001000000001,1e-06,22.000001,1e-06,44.000001,1e-06
859,10,455383,bone-garage,Hard,car,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
860,40,455606,bone-garage,Hard,dog,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
861,70,455664,bone-garage,Hard,chicken,clueOption1,chicken,chicken,bone,garage,9.000001000000001,1e-06,14.000001000000001,1e-06,19.000001,1e-06,34.000001,1e-06,47.000001,1e-06,76.000001,2.000001,143.000001,10.000001000000001,241.000001,18.000001,435.000001,60.000001
862,100,457037,bone-garage,Hard,car,clueOption1,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
863,130,457425,bone-garage,Hard,shed,clueOption1,shed,shed,bone,garage,18.000001,1e-06,21.000001,1e-06,23.000001,1e-06,23.000001,1e-06,24.000001,1e-06,27.000001,1e-06,32.000001,1e-06,42.000001,1e-06,68.000001,1e-06
864,160,457520,bone-garage,Hard,body,clueOption1,part,part,bone,garage,1e-06,1e-06,1e-06,1e-06,1.000001,1e-06,2.000001,1e-06,3.000001,1e-06,13.000001000000001,1e-06,35.000001,1.000001,71.000001,2.000001,155.000001,4.000001
865,190,457564,bone-garage,Hard,calcium,clueOption1,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
866,220,458120,bone-garage,Hard,dog,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
867,250,458387,bone-garage,Hard,door,clueOption1,door,door,bone,garage,72.000001,1e-06,79.000001,1e-06,86.000001,1e-06,94.000001,1e-06,125.000001,2.000001,178.000001,4.000001,270.000001,15.000001000000001,435.000001,40.000001,631.000001,140.000001
868,280,463818,bone-garage,Hard,car,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
869,332,463890,bone-garage,Hard,storage,clueOption1,storage,storage,bone,garage,59.000001,1e-06,61.000001,1e-06,62.000001,1e-06,67.000001,1e-06,73.000001,1.000001,81.000001,1.000001,86.000001,2.000001,111.000001,4.000001,147.000001,5.000001
870,362,463946,bone-garage,Hard,dog,clueOption1,creepy,creepy,bone,garage,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,3.000001,1e-06,4.000001,1e-06,7.000001,1e-06,24.000001,1e-06,44.000001,2.000001,103.000001,3.000001
871,490,464439,bone-garage,Hard,murder,clueOption1,murder,murder,bone,garage,1e-06,1e-06,2.000001,1e-06,6.000001,1e-06,8.000001000000001,1e-06,13.000001000000001,1e-06,22.000001,1e-06,45.000001,1.000001,105.000001,6.000001,221.000001,18.000001
872,520,465668,bone-garage,Hard,mechanic,clueOption1,mechanic,mechanic,bone,garage,16.000001,1e-06,18.000001,1e-06,20.000001,1e-06,20.000001,1e-06,20.000001,1e-06,20.000001,1e-06,30.000001,1e-06,39.000001,1e-06,59.000001,1e-06
873,550,466145,bone-garage,Hard,car,clueOption1,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
874,580,466195,bone-garage,Hard,hard,clueOption1,building,building,bone,garage,8.000001000000001,1e-06,14.000001000000001,1e-06,20.000001,1e-06,32.000001,1e-06,60.000001,1.000001,95.000001,1.000001,169.000001,9.000001000000001,298.000001,26.000001,472.000001,83.000001
875,627,472844,bone-garage,Hard,skeleton,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
876,678,473115,bone-garage,Hard,skeleton,clueOption1,skeletons,skeletons,bone,garage,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
877,742,473468,bone-garage,Hard,skeleton,clueOption1,skeleton,skeleton,bone,garage,92.000001,1e-06,97.000001,1e-06,98.000001,1e-06,100.000001,1e-06,103.000001,1e-06,110.000001,1.000001,121.000001,1.000001,148.000001,2.000001,191.000001,6.000001
878,801,473736,bone-garage,Hard,interior,clueOption1,interior,interior,bone,garage,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,2.000001,1e-06,2.000001,1e-06,6.000001,1e-06,10.000001000000001,1e-06,18.000001,1e-06
879,831,473749,bone-garage,Hard,skeleton,clueOption1,skeleton,skeleton,bone,garage,92.000001,1e-06,97.000001,1e-06,98.000001,1e-06,100.000001,1e-06,103.000001,1e-06,110.000001,1.000001,121.000001,1.000001,148.000001,2.000001,191.000001,6.000001
880,881,474298,bone-garage,Hard,marrow,clueOption1,marrow,marrow,bone,garage,88.000001,1e-06,90.000001,1e-06,91.000001,1e-06,91.000001,1e-06,91.000001,1e-06,91.000001,1e-06,94.000001,1e-06,100.000001,1e-06,114.000001,1e-06
881,911,475267,bone-garage,Hard,car,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
882,988,475843,bone-garage,Hard,rubbish,clueOption1,gross,gross,bone,garage,1e-06,1e-06,5.000001,1e-06,11.000001000000001,1e-06,20.000001,1e-06,36.000001,1e-06,80.000001,1e-06,150.000001,2.000001,274.000001,11.000001000000001,491.000001,57.000001
883,1035,485894,bone-garage,Hard,storage,clueOption1,skull,skull,bone,garage,23.000001,1e-06,31.000001,1e-06,31.000001,1e-06,32.000001,1.000001,35.000001,1.000001,44.000001,2.000001,53.000001,3.000001,63.000001,4.000001,101.000001,8.000001000000001
884,1066,486041,bone-garage,Hard,dog,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
885,1096,486051,bone-garage,Hard,skeleton,clueOption1,men,men,bone,garage,1e-06,1e-06,2.000001,1e-06,4.000001,1e-06,14.000001000000001,1e-06,29.000001,1e-06,54.000001,1e-06,110.000001,1e-06,214.000001,13.000001000000001,378.000001,56.000001
886,1126,486052,bone-garage,Hard,broken,clueOption1,broken,broken,bone,garage,29.000001,1e-06,33.000001,1e-06,39.000001,1e-06,43.000001,1e-06,53.000001,1e-06,67.000001,1e-06,99.000001,1.000001,171.000001,4.000001,293.000001,16.000001
887,1156,486112,bone-garage,Hard,broken,clueOption1,not-muscle,not-muscle,bone,garage,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
888,1186,486514,bone-garage,Hard,graveyard,clueOption1,death,death,bone,garage,13.000001000000001,1e-06,25.000001,1e-06,44.000001,1e-06,60.000001,1e-06,105.000001,1.000001,186.000001,4.000001,308.000001,26.000001,507.000001,81.000001,769.000001,258.000001
889,1232,487409,bone-garage,Hard,skeleton,clueOption1,skeleton,skeleton,bone,garage,92.000001,1e-06,97.000001,1e-06,98.000001,1e-06,100.000001,1e-06,103.000001,1e-06,110.000001,1.000001,121.000001,1.000001,148.000001,2.000001,191.000001,6.000001
890,1291,488171,bone-garage,Hard,parked,clueOption1,parked,parked,bone,garage,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
891,1348,490576,bone-garage,Hard,tools,clueOption1,hard,hard,bone,garage,25.000001,1e-06,39.000001,1e-06,53.000001,1.000001,88.000001,2.000001,150.000001,7.000001,262.000001,20.000001,438.000001,53.000001,681.000001,173.000001,886.000001,457.000001
892,1401,490624,bone-garage,Hard,car,clueOption1,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
893,1431,491095,bone-garage,Hard,remains,clueOption1,remains,remains,bone,garage,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,2.000001,1e-06,6.000001,1e-06,14.000001000000001,1e-06
894,1466,455383,bone-garage,Hard,car,clueOption2,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
895,1496,455606,bone-garage,Hard,dog,clueOption2,house,house,bone,garage,52.000001,1e-06,66.000001,1e-06,88.000001,1e-06,116.000001,1.000001,182.000001,6.000001,268.000001,20.000001,434.000001,62.000001,649.000001,174.000001,871.000001,428.000001
896,1526,455664,bone-garage,Hard,chicken,clueOption2,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
897,1556,457037,bone-garage,Hard,car,clueOption2,dog house,dog house,bone,garage,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
898,1586,457425,bone-garage,Hard,shed,clueOption2,storage,storage,bone,garage,59.000001,1e-06,61.000001,1e-06,62.000001,1e-06,67.000001,1e-06,73.000001,1.000001,81.000001,1.000001,86.000001,2.000001,111.000001,4.000001,147.000001,5.000001
899,1616,457520,bone-garage,Hard,body,clueOption2,body,body,bone,garage,10.000001000000001,1e-06,27.000001,1e-06,38.000001,1e-06,49.000001,1.000001,72.000001,2.000001,125.000001,4.000001,204.000001,13.000001000000001,355.000001,41.000001,561.000001,105.000001
900,1646,457564,bone-garage,Hard,calcium,clueOption2,calcium,calcium,bone,garage,19.000001,1e-06,23.000001,1e-06,23.000001,1e-06,23.000001,1e-06,27.000001,1e-06,28.000001,1e-06,32.000001,1e-06,41.000001,1e-06,65.000001,1e-06
901,1676,458120,bone-garage,Hard,dog,clueOption2,bare,bare,bone,garage,5.000001,1e-06,5.000001,1e-06,5.000001,1e-06,7.000001,1e-06,13.000001000000001,1e-06,18.000001,1e-06,36.000001,1e-06,61.000001,1.000001,109.000001,3.000001
902,1706,458387,bone-garage,Hard,door,clueOption2,hard,hard,bone,garage,25.000001,1e-06,39.000001,1e-06,53.000001,1.000001,88.000001,2.000001,150.000001,7.000001,262.000001,20.000001,438.000001,53.000001,681.000001,173.000001,886.000001,457.000001
903,1736,463818,bone-garage,Hard,car,clueOption2,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
904,1788,463890,bone-garage,Hard,storage,clueOption2,hidden,hidden,bone,garage,1e-06,1e-06,1.000001,1e-06,1.000001,1e-06,2.000001,1e-06,7.000001,1e-06,14.000001000000001,1e-06,38.000001,1.000001,73.000001,1.000001,148.000001,10.000001000000001
905,1818,463946,bone-garage,Hard,dog,clueOption2,murder,murder,bone,garage,1e-06,1e-06,2.000001,1e-06,6.000001,1e-06,8.000001000000001,1e-06,13.000001000000001,1e-06,22.000001,1e-06,45.000001,1.000001,105.000001,6.000001,221.000001,18.000001
906,1946,464439,bone-garage,Hard,murder,clueOption2,experiment,experiment,bone,garage,1e-06,1e-06,1.000001,1e-06,2.000001,1e-06,3.000001,1e-06,6.000001,1e-06,10.000001000000001,1e-06,20.000001,1e-06,40.000001,2.000001,76.000001,3.000001
907,1976,465668,bone-garage,Hard,mechanic,clueOption2,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
908,2006,466145,bone-garage,Hard,car,clueOption2,fracture,fracture,bone,garage,12.000001000000001,1e-06,12.000001000000001,1e-06,12.000001000000001,1e-06,12.000001000000001,1e-06,14.000001000000001,1e-06,18.000001,1e-06,22.000001,1e-06,28.000001,1e-06,41.000001,1e-06
909,2036,466195,bone-garage,Hard,hard,clueOption2,room,room,bone,garage,2.000001,1e-06,12.000001000000001,1e-06,21.000001,1e-06,30.000001,1e-06,51.000001,1e-06,98.000001,2.000001,174.000001,14.000001000000001,299.000001,32.000001,509.000001,109.000001
910,2083,472844,bone-garage,Hard,skeleton,clueOption2,basement,basement,bone,garage,1e-06,1e-06,2.000001,1e-06,3.000001,1e-06,4.000001,1e-06,5.000001,1e-06,8.000001000000001,1e-06,13.000001000000001,1e-06,22.000001,1.000001,39.000001,1.000001
911,2134,473115,bone-garage,Hard,skeleton,clueOption2,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
912,2198,473468,bone-garage,Hard,skeleton,clueOption2,cars,cars,bone,garage,20.000001,1e-06,20.000001,1e-06,23.000001,1e-06,27.000001,1e-06,37.000001,1.000001,50.000001,2.000001,74.000001,2.000001,130.000001,4.000001,233.000001,12.000001000000001
913,2257,473736,bone-garage,Hard,interior,clueOption2,park,park,bone,garage,5.000001,1e-06,9.000001000000001,1e-06,10.000001000000001,1e-06,14.000001000000001,1e-06,18.000001,1e-06,27.000001,1e-06,62.000001,1.000001,131.000001,3.000001,242.000001,14.000001000000001
914,2287,473749,bone-garage,Hard,skeleton,clueOption2,parts,parts,bone,garage,1e-06,1e-06,1.000001,1e-06,1.000001,1e-06,3.000001,1e-06,3.000001,1e-06,5.000001,1e-06,11.000001000000001,1e-06,26.000001,1e-06,59.000001,1.000001
915,2337,474298,bone-garage,Hard,marrow,clueOption2,storage,storage,bone,garage,59.000001,1e-06,61.000001,1e-06,62.000001,1e-06,67.000001,1e-06,73.000001,1.000001,81.000001,1.000001,86.000001,2.000001,111.000001,4.000001,147.000001,5.000001
916,2367,475267,bone-garage,Hard,car,clueOption2,pet,pet,bone,garage,1e-06,1e-06,4.000001,1e-06,6.000001,1e-06,11.000001000000001,1e-06,23.000001,1e-06,40.000001,1.000001,91.000001,2.000001,177.000001,7.000001,341.000001,27.000001
917,2444,475843,bone-garage,Hard,rubbish,clueOption2,broken,broken,bone,garage,29.000001,1e-06,33.000001,1e-06,39.000001,1e-06,43.000001,1e-06,53.000001,1e-06,67.000001,1e-06,99.000001,1.000001,171.000001,4.000001,293.000001,16.000001
918,2491,485894,bone-garage,Hard,storage,clueOption2,basement,basement,bone,garage,1e-06,1e-06,2.000001,1e-06,3.000001,1e-06,4.000001,1e-06,5.000001,1e-06,8.000001000000001,1e-06,13.000001000000001,1e-06,22.000001,1.000001,39.000001,1.000001
919,2522,486041,bone-garage,Hard,dog,clueOption2,body,body,bone,garage,10.000001000000001,1e-06,27.000001,1e-06,38.000001,1e-06,49.000001,1.000001,72.000001,2.000001,125.000001,4.000001,204.000001,13.000001000000001,355.000001,41.000001,561.000001,105.000001
920,2552,486051,bone-garage,Hard,skeleton,clueOption2,skeleton,skeleton,bone,garage,92.000001,1e-06,97.000001,1e-06,98.000001,1e-06,100.000001,1e-06,103.000001,1e-06,110.000001,1.000001,121.000001,1.000001,148.000001,2.000001,191.000001,6.000001
921,2582,486052,bone-garage,Hard,broken,clueOption2,white,white,bone,garage,112.000001,1e-06,130.000001,1e-06,156.000001,3.000001,190.000001,8.000001000000001,264.000001,20.000001,412.000001,48.000001,602.000001,129.000001,845.000001,348.000001,970.000001,690.000001
922,2612,486112,bone-garage,Hard,broken,clueOption2,white,white,bone,garage,112.000001,1e-06,130.000001,1e-06,156.000001,3.000001,190.000001,8.000001000000001,264.000001,20.000001,412.000001,48.000001,602.000001,129.000001,845.000001,348.000001,970.000001,690.000001
923,2642,486514,bone-garage,Hard,graveyard,clueOption2,storage,storage,bone,garage,59.000001,1e-06,61.000001,1e-06,62.000001,1e-06,67.000001,1e-06,73.000001,1.000001,81.000001,1.000001,86.000001,2.000001,111.000001,4.000001,147.000001,5.000001
924,2688,487409,bone-garage,Hard,skeleton,clueOption2,body,body,bone,garage,10.000001000000001,1e-06,27.000001,1e-06,38.000001,1e-06,49.000001,1.000001,72.000001,2.000001,125.000001,4.000001,204.000001,13.000001000000001,355.000001,41.000001,561.000001,105.000001
925,2747,488171,bone-garage,Hard,parked,clueOption2,body,body,bone,garage,10.000001000000001,1e-06,27.000001,1e-06,38.000001,1e-06,49.000001,1.000001,72.000001,2.000001,125.000001,4.000001,204.000001,13.000001000000001,355.000001,41.000001,561.000001,105.000001
926,2804,490576,bone-garage,Hard,tools,clueOption2,tools,tools,bone,garage,25.000001,1e-06,26.000001,1e-06,26.000001,1e-06,26.000001,1e-06,28.000001,1e-06,37.000001,1e-06,45.000001,1.000001,71.000001,4.000001,104.000001,6.000001
927,2857,490624,bone-garage,Hard,car,clueOption2,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
928,2887,491095,bone-garage,Hard,remains,clueOption2,storage,storage,bone,garage,59.000001,1e-06,61.000001,1e-06,62.000001,1e-06,67.000001,1e-06,73.000001,1.000001,81.000001,1.000001,86.000001,2.000001,111.000001,4.000001,147.000001,5.000001
929,2922,455383,bone-garage,Hard,car,clueOption3,skeleton,skeleton,bone,garage,92.000001,1e-06,97.000001,1e-06,98.000001,1e-06,100.000001,1e-06,103.000001,1e-06,110.000001,1.000001,121.000001,1.000001,148.000001,2.000001,191.000001,6.000001
930,2952,455606,bone-garage,Hard,dog,clueOption3,storage,storage,bone,garage,59.000001,1e-06,61.000001,1e-06,62.000001,1e-06,67.000001,1e-06,73.000001,1.000001,81.000001,1.000001,86.000001,2.000001,111.000001,4.000001,147.000001,5.000001
931,2982,455664,bone-garage,Hard,chicken,clueOption3,trunk,trunk,bone,garage,1e-06,1e-06,3.000001,1e-06,5.000001,1e-06,7.000001,1e-06,14.000001000000001,1e-06,27.000001,1e-06,39.000001,1e-06,75.000001,1e-06,139.000001,4.000001
932,3012,457037,bone-garage,Hard,car,clueOption3,crash,crash,bone,garage,1e-06,1e-06,2.000001,1e-06,3.000001,1e-06,4.000001,1e-06,12.000001000000001,1e-06,18.000001,1e-06,34.000001,1e-06,67.000001,2.000001,131.000001,4.000001
933,3042,457425,bone-garage,Hard,shed,clueOption3,body,body,bone,garage,10.000001000000001,1e-06,27.000001,1e-06,38.000001,1e-06,49.000001,1.000001,72.000001,2.000001,125.000001,4.000001,204.000001,13.000001000000001,355.000001,41.000001,561.000001,105.000001
934,3072,457520,bone-garage,Hard,body,clueOption3,car,car,bone,garage,272.000001,1e-06,292.000001,2.000001,306.000001,4.000001,330.000001,9.000001000000001,374.000001,16.000001,466.000001,36.000001,586.000001,85.000001,765.000001,207.000001,921.000001,466.000001
935,3102,457564,bone-garage,Hard,calcium,clueOption3,weird,weird,bone,garage,1e-06,1e-06,1e-06,1e-06,2.000001,1e-06,8.000001000000001,1e-06,17.000001,1e-06,36.000001,1e-06,81.000001,1e-06,156.000001,5.000001,283.000001,23.000001
936,3132,458120,bone-garage,Hard,dog,clueOption3,fix,fix,bone,garage,1e-06,1e-06,7.000001,1e-06,10.000001000000001,1e-06,13.000001000000001,1e-06,22.000001,1e-06,36.000001,1e-06,57.000001,1e-06,104.000001,2.000001,211.000001,10.000001000000001
937,3162,458387,bone-garage,Hard,door,clueOption3,crunch,crunch,bone,garage,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1.000001,1e-06,3.000001,1e-06,6.000001,1e-06,20.000001,1e-06,44.000001,1e-06,74.000001,1e-06
938,3192,463818,bone-garage,Hard,car,clueOption3,park,park,bone,garage,5.000001,1e-06,9.000001000000001,1e-06,10.000001000000001,1e-06,14.000001000000001,1e-06,18.000001,1e-06,27.000001,1e-06,62.000001,1.000001,131.000001,3.000001,242.000001,14.000001000000001
939,3244,463890,bone-garage,Hard,storage,clueOption3,garbage,garbage,bone,garage,19.000001,1e-06,24.000001,1e-06,25.000001,1e-06,30.000001,1e-06,34.000001,1e-06,48.000001,1e-06,72.000001,1e-06,126.000001,5.000001,207.000001,15.000001000000001
940,3274,463946,bone-garage,Hard,dog,clueOption3,dog,dog,bone,garage,67.000001,1e-06,76.000001,1e-06,100.000001,1e-06,142.000001,2.000001,214.000001,7.000001,336.000001,27.000001,526.000001,93.000001,762.000001,267.000001,942.000001,590.000001
941,3402,464439,bone-garage,Hard,murder,clueOption3,skeleton,skeleton,bone,garage,92.000001,1e-06,97.000001,1e-06,98.000001,1e-06,100.000001,1e-06,103.000001,1e-06,110.000001,1.000001,121.000001,1.000001,148.000001,2.000001,191.000001,6.000001
942,3432,465668,bone-garage,Hard,mechanic,clueOption3,skeleton,skeleton,bone,garage,92.000001,1e-06,97.000001,1e-06,98.000001,1e-06,100.000001,1e-06,103.000001,1e-06,110.000001,1.000001,121.000001,1.000001,148.000001,2.000001,191.000001,6.000001
943,3462,466145,bone-garage,Hard,car,clueOption3,chicken,chicken,bone,garage,9.000001000000001,1e-06,14.000001000000001,1e-06,19.000001,1e-06,34.000001,1e-06,47.000001,1e-06,76.000001,2.000001,143.000001,10.000001000000001,241.000001,18.000001,435.000001,60.000001
