,Unnamed: 0.1,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,corrected,union_2,intersection_2,union_4,intersection_4,union_8,intersection_8,union_16,intersection_16,union_32,intersection_32,union_64,intersection_64,union_128,intersection_128,union_256,intersection_256,union_512,intersection_512
639,4441,4946,466195,bet-dream,Medium,hopes,clueOption4,deal,deal,bet,dream,['no'],0.0007499834134193845,4.500855162480117e-05,0.0003857051235025417,1.3846963360939147e-05,0.00019734615370506573,4.500085501625098e-06,0.0001331936087392187,8.45867682609864e-07,0.0001352985842949687,1.8824528662048886e-07,9.510949535877493e-05,4.483858959674992e-08,0.00011225646079572172,1.2354492188485673e-08,0.00012453764834339468,3.673874320681636e-09,0.00012354544954257607,6.159865886530941e-05
640,4467,5044,473115,bet-dream,Medium,exchange,clueOption4,follow,follow,bet,dream,['no'],2.4998613826851927e-08,4.500855162480117e-05,0.0005142692125337546,1.3846963360939147e-05,0.00046046558799734365,4.500085501625098e-06,0.0002996814574670239,8.45867682609864e-07,0.0003889802588271034,1.8824528662048886e-07,0.00030261923514392225,4.483858959674992e-08,0.0002828855986886672,1.2354492188485673e-08,0.0002754195090635445,7.34811602879534e-05,0.00027233120728658406,0.0001355155711654347
641,4494,5073,473130,bet-dream,Medium,affirmation,clueOption4,aspiration,aspiration,bet,dream,['no'],0.0032498447961045772,4.500855162480117e-05,0.0016713460138146705,1.3846963360939147e-05,0.00092092459800883,4.500085501625098e-06,0.0004661693061948291,8.45867682609864e-07,0.0002536833657432982,1.8824528662048886e-07,0.0001296944519896328,4.483858959674992e-08,8.082477749965282e-05,1.2354492188485673e-08,5.0294193068400294e-05,3.673874320681636e-09,3.719657228042856e-05,1.2319485383354216e-09
642,4516,5167,473736,bet-dream,Medium,casino,clueOption4,aspire,aspire,bet,dream,['no'],0.0009999695516879038,4.500855162480117e-05,0.0005142692125337546,1.3846963360939147e-05,0.00026312601227813524,4.500085501625098e-06,0.00016649117848477975,8.45867682609864e-07,0.00011838647265949306,1.8824528662048886e-07,8.646325620106046e-05,4.483858959674992e-08,4.9393094203583925e-05,1.2354492188485673e-08,3.5924492047433645e-05,3.673874320681636e-09,4.5167237873857564e-05,1.2319485383354216e-09
643,4544,5277,475267,bet-dream,Medium,foresee,clueOption4,vision,vision,bet,dream,['no'],0.0009999695516879038,4.500855162480117e-05,0.0005142692125337546,1.3846963360939147e-05,0.00032890587085120473,4.500085501625098e-06,0.00023308631797590182,8.45867682609864e-07,0.00023677125410782258,1.8824528662048886e-07,0.0002766805176707788,4.483858959674992e-08,0.0002918660796304012,0.00012355727637704522,0.00031373871178612227,7.34811602879534e-05,0.00030155698112915706,0.00014783505654878892
644,4569,5432,486041,bet-dream,Medium,entrepreneur,clueOption4,gamble,gamble,bet,dream,['no'],0.0412477378129195,4.500855162480117e-05,0.024684317950401775,1.3846963360939147e-05,0.012827078999734407,4.500085501625098e-06,0.006559624569632499,8.45867682609864e-07,0.0033993361299417685,1.8824528662048886e-07,0.0017724798919553821,0.0008968166305245949,0.0009429509479061141,0.0002471021982619019,0.0005316791772707832,0.00014695864670158612,0.00033343964350287305,4.9279173481955195e-05
645,4602,5687,490556,bet-dream,Medium,uncertain,clueOption4,ambition,ambition,bet,dream,['no'],2.4998613826851927e-08,4.500855162480117e-05,1.2856408903121287e-08,1.3846963360939147e-05,6.57864365589268e-05,4.500085501625098e-06,3.33008995025356e-05,8.45867682609864e-07,5.073802611759048e-05,1.8824528662048886e-07,4.323206041248812e-05,4.483858959674992e-08,3.1432132320115985e-05,1.2354492188485673e-08,3.5924492047433645e-05,3.673874320681636e-09,5.845168052957256e-05,1.232071733189255e-05
646,4633,5767,490624,bet-dream,Medium,casino,clueOption4,casino,casino,bet,dream,['no'],0.001999914104761981,4.500855162480117e-05,0.003985499616376502,1.3846963360939147e-05,0.0022365217694702197,4.500085501625098e-06,0.0011321207011060499,8.45867682609864e-07,0.0006257498217237625,1.8824528662048886e-07,0.0003372041917747801,4.483858959674992e-08,0.00020206127021306144,1.2354492188485673e-08,0.00011974774800307245,3.673874320681636e-09,9.299123143443156e-05,1.2319485383354216e-09
647,4667,6402,466195,bet-dream,Medium,hopes,clueOption5,understanding,understanding,bet,dream,['no'],2.4998613826851927e-08,4.500855162480117e-05,0.000128576945440116,1.3846963360939147e-05,0.00013156629513199627,4.500085501625098e-06,0.0001331936087392187,8.45867682609864e-07,0.00015221069593044436,1.8824528662048886e-07,0.0001296944519896328,4.483858959674992e-08,0.00014817838456265763,1.2354492188485673e-08,0.0001892013029377446,3.6742417081137044e-05,0.00018199699722772205,6.159865886530941e-05
648,4740,7143,490556,bet-dream,Medium,uncertain,clueOption5,ambitious,ambitious,bet,dream,['no'],2.4998613826851927e-08,4.500855162480117e-05,1.2856408903121287e-08,1.3846963360939147e-05,6.577985857306949e-09,4.500085501625098e-06,3.329756974556104e-09,8.45867682609864e-07,1.6912111635475646e-09,1.8824528662048886e-07,8.64710378163024e-06,4.483858959674992e-08,4.4906894949140725e-06,1.2354492188485673e-08,4.790139835339233e-06,3.673874320681636e-09,9.299242703427056e-06,1.2319485383354216e-09
649,4759,7858,466195,bet-dream,Medium,hopes,clueOption6,risk,risk,bet,dream,['no'],0.002999858657836058,4.500855162480117e-05,0.005271140506688632,1.3846963360939147e-05,0.0029601002137739844,4.500085501625098e-06,0.0015982866775439044,8.45867682609864e-07,0.0008625193846204215,1.8824528662048886e-07,0.0004841902574559261,0.0004484307345570959,0.00030533680104300213,0.00012355727637704522,0.00019878110361838905,0.00011021990349476976,0.00015277122338514906,4.9279173481955195e-05
650,39,39,455606,birth-hand,Medium,human,clueOption1,human,human,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.00025553127931029476,3.1038549878927036e-05,0.0008516155330285563,3.1034889422684073e-06,0.000899876696685077,6.360441109310204e-07,0.0007785776939082354,1.6744197884278145e-07,0.0008740645435167393,0.0004357313092787831,0.0008948320121868692,0.001202625767601637,0.0008587291992799535,0.0014712661453745283,0.0007848323179972461,0.001548097867178162
651,69,69,455664,birth-hand,Medium,doula,clueOption1,finger,finger,birth,hand,['no'],0.015245368302243807,8.184645604846101e-05,0.00830436413594175,3.1038549878927036e-05,0.0046511017612618985,3.1034889422684073e-06,0.0026329661381176645,6.360441109310204e-07,0.0014894514342728407,0.0016745872304066572,0.0009259891184537981,0.0008714190497835156,0.0006789932433371564,0.00024053477443025905,0.0005421028790500043,0.00028707920930950813,0.00046611874025108483,0.0003900728153717037
652,99,99,457037,birth-hand,Medium,baby,clueOption1,fingers,fingers,birth,hand,['no'],0.01699483392796748,8.184645604846101e-05,0.010092993659637629,3.1038549878927036e-05,0.005437202360206728,3.1034889422684073e-06,0.002899595282953447,6.360441109310204e-07,0.0015910048257534986,0.0016745872304066572,0.0009952218850365433,0.0004357313092787831,0.0006969798074079658,0.00012027340028383686,0.0005421028790500043,0.0004306170197416318,0.0004408872486795137,0.00042664202753401286
653,129,129,457425,birth-hand,Medium,fingers,clueOption1,fingers,fingers,birth,hand,['no'],0.01699483392796748,8.184645604846101e-05,0.010092993659637629,3.1038549878927036e-05,0.005437202360206728,3.1034889422684073e-06,0.002899595282953447,6.360441109310204e-07,0.0015910048257534986,0.0016745872304066572,0.0009952218850365433,0.0004357313092787831,0.0006969798074079658,0.00012027340028383686,0.0005421028790500043,0.0004306170197416318,0.0004408872486795137,0.00042664202753401286
654,159,159,457520,birth-hand,Medium,body,clueOption1,body,body,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.001149846041158234,3.1038549878927036e-05,0.0014411909822371783,3.1034889422684073e-06,0.0010998485553119141,6.360441109310204e-07,0.0008801310853888933,0.0016745872304066572,0.0007788694894654648,0.0004357313092787831,0.0007689260636912033,0.000721580271015948,0.0007963634089316301,0.0015071505979825594,0.000751632986982021,0.0013774415437540523
655,189,189,457564,birth-hand,Medium,gynecologist,clueOption1,gynecologist,psychologist,birth,hand,['yes'],2.499236608176676e-08,8.184645604846101e-05,1.2775925169256278e-08,3.1038549878927036e-05,6.550838324540245e-09,3.1034889422684073e-06,3.332864310447284e-09,6.360441109310204e-07,1.6927257803300994e-05,1.6744197884278145e-07,1.730905705526856e-05,4.356877405047327e-08,1.7987013734911163e-05,1.2026137414642222e-08,1.1993661089255827e-05,3.5884452608030914e-09,1.4607838444023117e-05,1.2189737387436403e-09
656,219,219,458120,birth-hand,Medium,give,clueOption1,doctor,doctor,birth,hand,['no'],0.0004998723140014169,8.184645604846101e-05,0.0005110497826954203,3.1038549878927036e-05,0.0005240736168015441,3.1034889422684073e-06,0.0005332616225358759,6.360441109310204e-07,0.00044006638897270894,1.6744197884278145e-07,0.0005365548064258569,4.356877405047327e-08,0.0005755704999300024,0.0006013188968695257,0.0005612923530033345,0.0005741548301737554,0.0005484530811688432,0.0005729188761832497
657,249,249,458387,birth-hand,Medium,bless,clueOption1,day,day,birth,hand,['no'],0.019993917857779493,8.184645604846101e-05,0.010859549169793006,3.1038549878927036e-05,0.00628881134239696,3.1034889422684073e-06,0.003766140003669741,0.012721518262731338,0.0024372830880923144,0.0066978465956901,0.00203371338377772,0.005228296454830843,0.0015603348828068166,0.004209160121262193,0.0013144792056715472,0.0038396400175045686,0.001062378725284528,0.0035350250613302952
658,279,279,463818,birth-hand,Medium,baby,clueOption1,fingerprint,fingerprint,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,1.2775925169256278e-08,3.1038549878927036e-05,6.550838324540245e-09,3.1034889422684073e-06,3.332864310447284e-09,6.360441109310204e-07,1.6925565246776317e-09,1.6744197884278145e-07,8.654095822843139e-10,4.356877405047327e-08,4.4966410177023485e-10,1.2026137414642222e-08,2.398924112590699e-06,3.5884452608030914e-09,2.656079278542071e-06,1.2189737387436403e-09
659,308,308,463852,birth-hand,Medium,hold,clueOption1,defect,defect,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,1.2775925169256278e-08,3.1038549878927036e-05,6.551493408372699e-05,3.1034889422684073e-06,3.3331975968783285e-05,6.360441109310204e-07,1.6927257803300994e-05,1.6744197884278145e-07,1.730905705526856e-05,4.356877405047327e-08,1.3490372717208814e-05,1.2026137414642222e-08,9.594976845089545e-06,3.5884452608030914e-09,6.639999000369087e-06,1.2189737387436403e-09
660,331,331,463890,birth-hand,Medium,delivery,clueOption1,delivery,delivery,birth,hand,['no'],0.0009997196356367523,8.184645604846101e-05,0.0006388090343879831,3.1038549878927036e-05,0.00032754846706533675,3.1034889422684073e-06,0.00016664654838667462,6.360441109310204e-07,0.00011848064928395889,1.6744197884278145e-07,6.057953616948425e-05,4.356877405047327e-08,6.295342391193464e-05,1.2026137414642222e-08,6.95620829492466e-05,3.5884452608030914e-09,7.038271454960134e-05,1.2190956361175145e-05
661,361,361,463946,birth-hand,Medium,contractions,clueOption1,deliver,deliver,birth,hand,['no'],0.002499261600542758,8.184645604846101e-05,0.001277605292850797,3.1038549878927036e-05,0.0007205987665377514,3.1034889422684073e-06,0.00036661840701351163,6.360441109310204e-07,0.00020310847551784048,1.6744197884278145e-07,0.00011250411110654308,4.356877405047327e-08,7.194670594733934e-05,1.2026137414642222e-08,5.996734597258147e-05,3.5884452608030914e-09,4.7807169459248254e-05,1.2189737387436403e-09
662,391,391,463960,birth-hand,Medium,deliver,clueOption1,deliver,deliver,birth,hand,['no'],0.002499261600542758,8.184645604846101e-05,0.001277605292850797,3.1038549878927036e-05,0.0007205987665377514,3.1034889422684073e-06,0.00036661840701351163,6.360441109310204e-07,0.00020310847551784048,1.6744197884278145e-07,0.00011250411110654308,4.356877405047327e-08,7.194670594733934e-05,1.2026137414642222e-08,5.996734597258147e-05,3.5884452608030914e-09,4.7807169459248254e-05,1.2189737387436403e-09
663,417,417,464103,birth-hand,Medium,labor,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
664,443,443,464255,birth-hand,Medium,newborn,clueOption1,newborn,newborn,birth,hand,['no'],0.0014995669572720875,8.184645604846101e-05,0.0020441608030061734,3.1038549878927036e-05,0.0010481406827647637,3.1034889422684073e-06,0.0005332616225358759,6.360441109310204e-07,0.00027081073650494575,1.6744197884278145e-07,0.0001384663985750725,4.356877405047327e-08,0.00011241647510666048,1.2026137414642222e-08,0.00010314366236757456,3.588804105329171e-05,9.163028639934542e-05,1.2190956361175145e-05
665,466,466,464313,birth-hand,Medium,hold,clueOption1,toddler,toddler,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.00025553127931029476,3.1038549878927036e-05,0.0001310233173291294,3.1034889422684073e-06,0.00019997519149114745,6.360441109310204e-07,0.00013540621453073521,1.6744197884278145e-07,0.00014712049439791563,4.356877405047327e-08,0.00014389296223057694,0.00012027340028383686,0.00014392129451840137,7.177249366132263e-05,0.00017927652027953977,7.313964329835715e-05
666,489,489,464439,birth-hand,Medium,baby,clueOption1,body,body,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.001149846041158234,3.1038549878927036e-05,0.0014411909822371783,3.1034889422684073e-06,0.0010998485553119141,6.360441109310204e-07,0.0008801310853888933,0.0016745872304066572,0.0007788694894654648,0.0004357313092787831,0.0007689260636912033,0.000721580271015948,0.0007963634089316301,0.0015071505979825594,0.000751632986982021,0.0013774415437540523
667,519,519,465668,birth-hand,Medium,Sistine,clueOption1,Sistine,pristine,birth,hand,['yes'],2.499236608176676e-08,8.184645604846101e-05,1.2775925169256278e-08,3.1038549878927036e-05,6.550838324540245e-09,3.1034889422684073e-06,3.3331975968783285e-05,6.360441109310204e-07,1.6927257803300994e-05,1.6744197884278145e-07,3.4617248700954834e-05,4.356877405047327e-08,6.7450064929637e-05,1.2026137414642222e-08,5.516997748424891e-05,3.5884452608030914e-09,6.10869018653383e-05,1.2190956361175145e-05
668,549,549,466145,birth-hand,Medium,delivery,clueOption1,delivery,delivery,birth,hand,['no'],0.0009997196356367523,8.184645604846101e-05,0.0006388090343879831,3.1038549878927036e-05,0.00032754846706533675,3.1034889422684073e-06,0.00016664654838667462,6.360441109310204e-07,0.00011848064928395889,1.6744197884278145e-07,6.057953616948425e-05,4.356877405047327e-08,6.295342391193464e-05,1.2026137414642222e-08,6.95620829492466e-05,3.5884452608030914e-09,7.038271454960134e-05,1.2190956361175145e-05
669,579,579,466195,birth-hand,Medium,body part,clueOption1,pregnancy,pregnancy,birth,hand,['no'],0.0009997196356367523,8.184645604846101e-05,0.0006388090343879831,3.1038549878927036e-05,0.0003930568503107392,3.1034889422684073e-06,0.0002333038345956203,6.360441109310204e-07,0.00015233177977751154,1.6744197884278145e-07,8.654182363801366e-05,4.356877405047327e-08,7.644334696504169e-05,1.2026137414642222e-08,5.037260899591634e-05,3.5884452608030914e-09,5.1791089181075264e-05,1.2189737387436403e-09
670,608,608,466351,birth-hand,Medium,baby,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
671,626,626,472844,birth-hand,Medium,deliver,clueOption1,umbilical,biblical,birth,hand,['yes'],2.499236608176676e-08,8.184645604846101e-05,1.2775925169256278e-08,3.1038549878927036e-05,6.550838324540245e-09,3.1034889422684073e-06,3.332864310447284e-09,6.360441109310204e-07,1.6925565246776317e-09,1.6744197884278145e-07,8.654095822843139e-10,4.356877405047327e-08,4.497090681804119e-06,1.2026137414642222e-08,7.196292600923263e-06,3.5884452608030914e-09,5.312025759760081e-06,1.2189737387436403e-09
672,655,655,472848,birth-hand,Medium,deliver,clueOption1,human,human,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.00025553127931029476,3.1038549878927036e-05,0.0008516155330285563,3.1034889422684073e-06,0.000899876696685077,6.360441109310204e-07,0.0007785776939082354,1.6744197884278145e-07,0.0008740645435167393,0.0004357313092787831,0.0008948320121868692,0.001202625767601637,0.0008587291992799535,0.0014712661453745283,0.0007848323179972461,0.001548097867178162
673,677,677,473115,birth-hand,Medium,infant,clueOption1,infant,infant,birth,hand,['no'],0.0034989562438134283,8.184645604846101e-05,0.0038327903267020525,3.1038549878927036e-05,0.002096274814691203,3.1034889422684073e-06,0.0011998344846253326,6.360441109310204e-07,0.0007278009981679064,1.6744197884278145e-07,0.0005884793813629157,4.356877405047327e-08,0.0004811410385582531,1.2026137414642222e-08,0.000429364719574189,0.00014354139887738445,0.00041299981062672465,0.0002925549162722124
674,706,706,473130,birth-hand,Medium,deformity,clueOption1,baptize,baptize,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,1.2775925169256278e-08,3.1038549878927036e-05,6.550838324540245e-09,3.1034889422684073e-06,3.332864310447284e-09,6.360441109310204e-07,1.6925565246776317e-09,1.6744197884278145e-07,8.654095822843139e-10,4.356877405047327e-08,4.4966410177023485e-10,1.2026137414642222e-08,2.3986842441662827e-10,3.5884452608030914e-09,1.3279732406090053e-10,1.2189737387436403e-09
675,724,724,473184,birth-hand,Medium,delivery,clueOption1,babies,babies,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.00025553127931029476,3.1038549878927036e-05,0.00019653170057453185,3.1034889422684073e-06,0.00013331790528220178,6.360441109310204e-07,0.00018618291027106416,1.6744197884278145e-07,0.00027693193174056275,4.356877405047327e-08,0.00028328883377934974,1.2026137414642222e-08,0.0002710515594592143,3.588804105329171e-05,0.000244347209069381,7.313964329835715e-05
676,741,741,473468,birth-hand,Medium,human,clueOption1,life,life,birth,hand,['no'],0.005248421869537102,8.184645604846101e-05,0.0047271050885499925,3.1038549878927036e-05,0.003275425713108447,3.1034889422684073e-06,0.002766280710535556,0.019081959372041542,0.0021326229136503405,0.008372266384117914,0.0020077510963091906,0.008278110638363971,0.001785166933691934,0.006614387604190637,0.0015015765767165171,0.005813284910946269,0.0011194815746307153,0.004827137224398554
677,800,800,473736,birth-hand,Medium,human,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
678,830,830,473749,birth-hand,Medium,baby,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
679,859,859,474297,birth-hand,Medium,baby,clueOption1,fingers,fingers,birth,hand,['no'],0.01699483392796748,8.184645604846101e-05,0.010092993659637629,3.1038549878927036e-05,0.005437202360206728,3.1034889422684073e-06,0.002899595282953447,6.360441109310204e-07,0.0015910048257534986,0.0016745872304066572,0.0009952218850365433,0.0004357313092787831,0.0006969798074079658,0.00012027340028383686,0.0005421028790500043,0.0004306170197416318,0.0004408872486795137,0.00042664202753401286
680,880,880,474298,birth-hand,Medium,baby,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
681,939,939,475561,birth-hand,Medium,labor,clueOption1,labor,labor,birth,hand,['no'],0.004998498208719434,8.184645604846101e-05,0.003066234816546676,3.1038549878927036e-05,0.0015722077487279832,3.1034889422684073e-06,0.000899876696685077,6.360441109310204e-07,0.0005585453457001432,1.6744197884278145e-07,0.00034616469832330786,4.356877405047327e-08,0.0002922821158147544,0.00024053477443025905,0.00025426076975005034,0.00021531030409344628,0.000240363289347554,0.00015846780501041198
682,961,961,475635,birth-hand,Medium,newborn,clueOption1,newborn,newborn,birth,hand,['no'],0.0014995669572720875,8.184645604846101e-05,0.0020441608030061734,3.1038549878927036e-05,0.0010481406827647637,3.1034889422684073e-06,0.0005332616225358759,6.360441109310204e-07,0.00027081073650494575,1.6744197884278145e-07,0.0001384663985750725,4.356877405047327e-08,0.00011241647510666048,1.2026137414642222e-08,0.00010314366236757456,3.588804105329171e-05,9.163028639934542e-05,1.2190956361175145e-05
683,987,987,475843,birth-hand,Medium,mother,clueOption1,handmaids,handmade,birth,hand,['yes'],2.499236608176676e-08,8.184645604846101e-05,1.2775925169256278e-08,3.1038549878927036e-05,6.550838324540245e-09,3.1034889422684073e-06,3.332864310447284e-09,6.360441109310204e-07,1.6925565246776317e-09,1.6744197884278145e-07,8.654095822843139e-10,4.356877405047327e-08,4.4966410177023485e-10,1.2026137414642222e-08,2.3986842441662827e-10,3.5884452608030914e-09,2.656079278542071e-06,1.2189737387436403e-09
684,1016,1016,475881,birth-hand,Medium,body,clueOption1,body,body,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.001149846041158234,3.1038549878927036e-05,0.0014411909822371783,3.1034889422684073e-06,0.0010998485553119141,6.360441109310204e-07,0.0008801310853888933,0.0016745872304066572,0.0007788694894654648,0.0004357313092787831,0.0007689260636912033,0.000721580271015948,0.0007963634089316301,0.0015071505979825594,0.000751632986982021,0.0013774415437540523
685,1034,1034,485894,birth-hand,Medium,labor,clueOption1,labor,labor,birth,hand,['no'],0.004998498208719434,8.184645604846101e-05,0.003066234816546676,3.1038549878927036e-05,0.0015722077487279832,3.1034889422684073e-06,0.000899876696685077,6.360441109310204e-07,0.0005585453457001432,1.6744197884278145e-07,0.00034616469832330786,4.356877405047327e-08,0.0002922821158147544,0.00024053477443025905,0.00025426076975005034,0.00021531030409344628,0.000240363289347554,0.00015846780501041198
686,1065,1065,486041,birth-hand,Medium,human,clueOption1,midwife,wife,birth,hand,['yes'],2.499236608176676e-08,8.184645604846101e-05,0.00012777202761773203,3.1038549878927036e-05,0.0003930568503107392,3.1034889422684073e-06,0.00036661840701351163,6.360441109310204e-07,0.00047391751946626153,0.0016745872304066572,0.0004932843273116412,0.0008714190497835156,0.0005575839358591929,0.00024053477443025905,0.0005804818269566648,0.0004306170197416318,0.0005763405192216322,0.0007191957248324865
687,1125,1125,486052,birth-hand,Medium,baby,clueOption1,small,small,birth,hand,['no'],2.499236608176676e-08,8.184645604846101e-05,0.0014053645445433597,3.1038549878927036e-05,0.001834241281709593,3.1034889422684073e-06,0.0017664214174013709,6.360441109310204e-07,0.001980292826429354,0.0066978465956901,0.002042367479600563,0.005228296454830843,0.001875099754045981,0.006133342107604948,0.0015615436828206742,0.005562093742690052,0.0011486969859241134,0.004680860375749317
688,1155,1155,486112,birth-hand,Medium,baby,clueOption1,pregnant,pregnant,birth,hand,['no'],0.0014995669572720875,8.184645604846101e-05,0.0008943275377731087,3.1038549878927036e-05,0.00045856523355614163,3.1034889422684073e-06,0.00036661840701351163,6.360441109310204e-07,0.0002369596060113931,1.6744197884278145e-07,0.00019904506933497446,4.356877405047327e-08,0.00014838960324827928,1.2026137414642222e-08,0.00011513708358840598,3.5884452608030914e-09,0.00010491001880543548,1.2189737387436403e-09
689,1185,1185,486514,birth-hand,Medium,deliver,clueOption1,midwife,wife,birth,hand,['yes'],2.499236608176676e-08,8.184645604846101e-05,0.00012777202761773203,3.1038549878927036e-05,0.0003930568503107392,3.1034889422684073e-06,0.00036661840701351163,6.360441109310204e-07,0.00047391751946626153,0.0016745872304066572,0.0004932843273116412,0.0008714190497835156,0.0005575839358591929,0.00024053477443025905,0.0005804818269566648,0.0004306170197416318,0.0005763405192216322,0.0007191957248324865
690,1214,1214,487223,birth-hand,Medium,newborn,clueOption1,newborn,newborn,birth,hand,['no'],0.0014995669572720875,8.184645604846101e-05,0.0020441608030061734,3.1038549878927036e-05,0.0010481406827647637,3.1034889422684073e-06,0.0005332616225358759,6.360441109310204e-07,0.00027081073650494575,1.6744197884278145e-07,0.0001384663985750725,4.356877405047327e-08,0.00011241647510666048,1.2026137414642222e-08,0.00010314366236757456,3.588804105329171e-05,9.163028639934542e-05,1.2190956361175145e-05
691,1231,1231,487409,birth-hand,Medium,newborn,clueOption1,newborn,newborn,birth,hand,['no'],0.0014995669572720875,8.184645604846101e-05,0.0020441608030061734,3.1038549878927036e-05,0.0010481406827647637,3.1034889422684073e-06,0.0005332616225358759,6.360441109310204e-07,0.00027081073650494575,1.6744197884278145e-07,0.0001384663985750725,4.356877405047327e-08,0.00011241647510666048,1.2026137414642222e-08,0.00010314366236757456,3.588804105329171e-05,9.163028639934542e-05,1.2190956361175145e-05
692,1261,1261,487468,birth-hand,Medium,pregnancy,clueOption1,pregnancy,pregnancy,birth,hand,['no'],0.0009997196356367523,8.184645604846101e-05,0.0006388090343879831,3.1038549878927036e-05,0.0003930568503107392,3.1034889422684073e-06,0.0002333038345956203,6.360441109310204e-07,0.00015233177977751154,1.6744197884278145e-07,8.654182363801366e-05,4.356877405047327e-08,7.644334696504169e-05,1.2026137414642222e-08,5.037260899591634e-05,3.5884452608030914e-09,5.1791089181075264e-05,1.2189737387436403e-09
693,1290,1290,488171,birth-hand,Medium,baby,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
694,1320,1320,490556,birth-hand,Medium,baby,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
695,1347,1347,490576,birth-hand,Medium,baby,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
696,1377,1377,490603,birth-hand,Medium,baby,clueOption1,baby,baby,birth,hand,['no'],0.03398964286356888,8.184645604846101e-05,0.021719085563660843,0.31041653733914926,0.01192253230150157,0.03103799291162634,0.0067323892399678235,0.025442400481351747,0.0043498719609780375,0.008372266384117914,0.0029597016368219354,0.008278110638363971,0.0022168444713913595,0.008057524093947704,0.0016335042101456626,0.006064476079202485,0.0011394011732398504,0.0047783782748488084
