,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,union_index,intersection_index
1047,1047,485894,gold-silver,Easy,medal,clueOption1,medal,box,gold,silver,576.476,1408.335
1048,1048,485894,gums-teeth,Easy,mouth,clueOption1,mouth,zoo,gums,teeth,3064.882,7265.014
1049,1049,485894,happy-sad,Easy,emotion,clueOption1,emotion,military,happy,sad,1402.199,4162.011
1050,1050,485894,holy-kind,Medium,god,clueOption1,god,mouth,holy,kind,480.319,1146.334
1051,1051,485894,jump-leap,Easy,hop,clueOption1,bounce,lowkey,jump,leap,10000.0,10000.0
1052,1052,485894,lion-tiger,Easy,jaguar,clueOption1,jaguar,body,lion,tiger,435.787,1125.661
1053,1053,485894,new-old,Easy,young,clueOption1,young,dimension,new,old,5930.594,9316.755
1054,1054,485894,oak-tree,Easy,wood,clueOption1,wood,wood,oak,tree,286.185,846.803
1055,1055,485894,olive-real,Hard,genuine,clueOption1,branch,birthmark,olive,real,10000.0,10000.0
1056,1056,485894,regret-rude,Hard,insulting,clueOption1,toxic,toothbrush,regret,rude,5655.822,9148.151
1057,1057,485894,sit-stand,Easy,still,clueOption1,still,airtime,sit,stand,10000.0,10000.0
1058,1058,485894,stern-wind,Hard,sail,clueOption1,sail,tree,stern,wind,225.528,592.617
1059,1059,485894,trauma-weird,Medium,therapy,clueOption1,therapy,adolescence,trauma,weird,9163.805,9976.031
1060,1060,485903,glow-quick,Medium,highlight,clueOption1,highlight,dog,glow,quick,174.463,463.557
1061,1061,486041,ankle-travel,Hard,walking,clueOption1,injury,mine,ankle,travel,569.152,1426.769
1062,1062,486041,army-drum,Medium,marching,clueOption1,march,table,army,drum,483.9,1180.108
1063,1063,486041,ash-snake,Hard,hiss,clueOption1,poison,guilt,ash,snake,3848.759,8176.848
1064,1064,486041,bet-dream,Medium,entrepreneur,clueOption1,wish,clown,bet,dream,1117.463,3342.412
1065,1065,486041,birth-hand,Medium,human,clueOption1,midwife,lock,birth,hand,1826.619,5357.89
1066,1066,486041,bone-garage,Hard,dog,clueOption1,dog,repent,bone,garage,9512.622,9992.94
1067,1067,486041,boot-crust,Hard,dirty,clueOption1,dirt,fire,boot,crust,275.254,715.449
1068,1068,486041,bowl-sun,Medium,spherical,clueOption1,salsa,big,bowl,sun,223.858,581.479
1069,1069,486041,cage-glass,Medium,aquarium,clueOption1,aquarium,scary,cage,glass,688.742,1765.969
1070,1070,486041,candle-wick,Easy,wax,clueOption1,flame,mouth,candle,wick,459.102,1102.732
1071,1071,486041,cave-knight,Hard,dragon,clueOption1,dragon,afoot,cave,knight,10000.0,10000.0
1072,1072,486041,chair-table,Easy,dine,clueOption1,dinner,good,chair,table,150.572,391.79
1073,1073,486041,chapel-feet,Medium,worship,clueOption1,pray,light,chapel,feet,177.954,467.954
1074,1074,486041,east-short,Hard,length,clueOption1,length,bright,east,short,270.411,709.593
1075,1075,486041,elm-rock,Medium,nature,clueOption1,nature,pottery,elm,rock,6345.168,9537.055
1076,1076,486041,giant-subtle,Hard,gentle,clueOption1,gentle,r,giant,subtle,9543.22,10000.0
1077,1077,486041,glow-quick,Medium,glowbug,clueOption1,match,meow,glow,quick,1753.178,5013.147
1078,1078,486041,gold-silver,Easy,metals,clueOption1,Christmas,sun,gold,silver,180.103,515.181
1079,1079,486041,gums-teeth,Easy,mouth,clueOption1,mouth,scale,gums,teeth,2354.831,6428.02
1080,1080,486041,happy-sad,Easy,emotions,clueOption1,emotions,nightmares,happy,sad,10000.0,10000.0
1081,1081,486041,holy-kind,Medium,Jesus,clueOption1,Jesus,ground,holy,kind,704.778,1760.356
1082,1082,486041,jump-leap,Easy,hop,clueOption1,hop,big,jump,leap,236.264,583.896
1083,1083,486041,lion-tiger,Easy,cats,clueOption1,liger,condition,lion,tiger,5101.556,8882.85
1084,1084,486041,new-old,Easy,time,clueOption1,time,explore,new,old,3882.199,8009.268
1085,1085,486041,oak-tree,Easy,wood,clueOption1,forest,emotion,oak,tree,638.21,1592.35
1086,1086,486041,olive-real,Hard,oil,clueOption1,oil,opposite,olive,real,2800.59,7027.053
1087,1087,486041,regret-rude,Hard,mean,clueOption1,mean,sandals,regret,rude,5482.592,9167.921
1088,1088,486041,sit-stand,Easy,position,clueOption1,position,nature,sit,stand,687.308,1714.725
1089,1089,486041,stern-wind,Hard,tornado,clueOption1,tornado,redwood,stern,wind,8672.987,9942.505
1090,1090,486041,trauma-weird,Medium,therapy,clueOption1,odd,metal,trauma,weird,591.105,1383.749
1091,1091,486051,ankle-travel,Hard,hike,clueOption1,hike,shiny,ankle,travel,669.104,1638.584
1092,1092,486051,army-drum,Medium,marching,clueOption1,marching,dance,army,drum,452.792,1135.853
1093,1093,486051,ash-snake,Hard,desert,clueOption1,shed,meal,ash,snake,799.164,1957.949
1094,1094,486051,bet-dream,Medium,challenge,clueOption1,aspiration,window,bet,dream,674.897,1703.946
1095,1095,486051,birth-hand,Medium,Atwood,clueOption1,Atwood,direction,birth,hand,1011.713,2914.132
1096,1096,486051,bone-garage,Hard,skeleton,clueOption1,men,foot,bone,garage,723.464,1802.77
1097,1097,486051,boot-crust,Hard,Italy,clueOption1,Italy,purity,boot,crust,5221.32,9078.842
1098,1098,486051,bowl-sun,Medium,round,clueOption1,round,plant,bowl,sun,621.163,1512.823
1099,1099,486051,cage-glass,Medium,container,clueOption1,container,volcano,cage,glass,6045.244,9422.735
1100,1100,486051,candle-wick,Easy,wax,clueOption1,wax,fly,candle,wick,424.143,1055.435
1101,1101,486051,cave-knight,Hard,dark,clueOption1,stone,nature,cave,knight,667.642,1683.717
1102,1102,486051,chair-table,Easy,furniture,clueOption1,dining,organic,chair,table,4659.206,8594.064
1103,1103,486051,chapel-feet,Medium,worship,clueOption1,shoeless,pride,chapel,feet,1940.819,5456.434
1104,1104,486051,east-short,Hard,coast,clueOption1,coast,skeleton,east,short,2568.016,6742.952
1105,1105,486051,elm-rock,Medium,forest,clueOption1,forest,fire,elm,rock,264.373,681.087
1106,1106,486051,giant-subtle,Hard,gentle,clueOption1,gentle,body,giant,subtle,452.018,1087.742
1107,1107,486051,glow-quick,Medium,spark,clueOption1,spark,bully,glow,quick,2839.615,6986.455
1108,1108,486051,gold-silver,Easy,metal,clueOption1,metal,living,gold,silver,956.848,2839.361
1109,1109,486051,gums-teeth,Easy,mouth,clueOption1,dentist,capital,gums,teeth,5483.855,9248.16
1110,1110,486051,happy-sad,Easy,moods,clueOption1,emotions,emotion,happy,sad,577.504,1500.562
1111,1111,486051,holy-kind,Medium,religious,clueOption1,god,mouth,holy,kind,480.319,1146.334
1112,1112,486051,jump-leap,Easy,hop,clueOption1,hop,baby,jump,leap,246.776,640.446
1113,1113,486051,lion-tiger,Easy,cats,clueOption1,oz,hold,lion,tiger,849.914,2265.01
1114,1114,486051,new-old,Easy,age,clueOption1,age,goal,new,old,1110.985,3242.56
1115,1115,486051,oak-tree,Easy,wood,clueOption1,forest,elevation,oak,tree,7152.068,9708.791
1116,1116,486051,olive-real,Hard,oil,clueOption1,oil,bad,olive,real,185.861,510.408
1117,1117,486051,regret-rude,Hard,behavior,clueOption1,bad,compliments,regret,rude,10000.0,10000.0
1118,1118,486051,sit-stand,Easy,legs,clueOption1,legs,reptile,sit,stand,5081.29,8996.01
1119,1119,486051,stern-wind,Hard,sail,clueOption1,ship,toxic,stern,wind,7083.781,9586.972
1120,1120,486051,trauma-weird,Medium,uncomfortable,clueOption1,scary,metal,trauma,weird,591.105,1383.749
1121,1121,486052,ankle-travel,Hard,movement,clueOption1,movement,pray,ankle,travel,3511.779,7819.068
1122,1122,486052,army-drum,Medium,formation,clueOption1,line,quest,army,drum,5479.468,9038.63
1123,1123,486052,ash-snake,Hard,slither,clueOption1,slither,opposites,ash,snake,10000.0,10000.0
1124,1124,486052,bet-dream,Medium,gamble,clueOption1,gamble,beat,bet,dream,1072.673,3039.526
1125,1125,486052,birth-hand,Medium,baby,clueOption1,small,wood,birth,hand,362.473,911.329
1126,1126,486052,bone-garage,Hard,broken,clueOption1,broken,get up,bone,garage,7731.263,9845.016
1127,1127,486052,boot-crust,Hard,dirt,clueOption1,dirt,dog,boot,crust,162.547,445.77
1128,1128,486052,bowl-sun,Medium,round,clueOption1,round,release,bowl,sun,3771.146,8158.515
1129,1129,486052,cage-glass,Medium,mime,clueOption1,mime,campfire,cage,glass,8011.828,9857.88
1130,1130,486052,candle-wick,Easy,flame,clueOption1,flame,firefly,candle,wick,8332.995,9886.635
1131,1131,486052,cave-knight,Hard,medieval,clueOption1,medieval,surface,cave,knight,2008.367,5593.432
1132,1132,486052,chair-table,Easy,furniture,clueOption1,furniture,transparent,chair,table,2209.64,6031.101
1133,1133,486052,chapel-feet,Medium,arch,clueOption1,arch,football,chapel,feet,673.402,1680.717
1134,1134,486052,east-short,Hard,distance,clueOption1,distance,dirt,east,short,520.481,1285.716
1135,1135,486052,elm-rock,Medium,nature,clueOption1,nature,hospital,elm,rock,894.836,2448.948
1136,1136,486052,giant-subtle,Hard,huge,clueOption1,large,hike,giant,subtle,3555.377,7737.498
1137,1137,486052,glow-quick,Medium,bright,clueOption1,bright,stage,glow,quick,1624.592,4806.9
1138,1138,486052,gold-silver,Easy,shine,clueOption1,shine,lighter,gold,silver,7146.04,9729.724
1139,1139,486052,gums-teeth,Easy,mouth,clueOption1,mouth,sad,gums,teeth,162.58,442.612
1140,1140,486052,happy-sad,Easy,emotion,clueOption1,emotion,coast,happy,sad,5535.686,9168.446
1141,1141,486052,holy-kind,Medium,saint,clueOption1,nice,step,holy,kind,2899.036,7047.68
1142,1142,486052,jump-leap,Easy,up,clueOption1,up,footprint,jump,leap,8842.578,9957.69
1143,1143,486052,lion-tiger,Easy,cat,clueOption1,cat,dinner,lion,tiger,615.621,1476.397
1144,1144,486052,new-old,Easy,age,clueOption1,age,wheelchair,new,old,6774.779,9565.411
1145,1145,486052,oak-tree,Easy,green,clueOption1,green,direction,oak,tree,1025.074,2966.813
1146,1146,486052,olive-real,Hard,green,clueOption1,green,air,olive,real,468.978,1156.666
1147,1147,486052,regret-rude,Hard,bad,clueOption1,bad,Karen,regret,rude,10000.0,10000.0
1148,1148,486052,sit-stand,Easy,still,clueOption1,still,death,sit,stand,297.981,755.141
1149,1149,486052,stern-wind,Hard,blow,clueOption1,blow,oil,stern,wind,971.878,2542.615
1150,1150,486052,trauma-weird,Medium,atypical,clueOption1,unusual,hypothetical,trauma,weird,10000.0,10000.0
1151,1151,486112,ankle-travel,Hard,bottom-leg,clueOption1,vacation,scary,ankle,travel,720.739,1798.47
1152,1152,486112,army-drum,Medium,snare,clueOption1,drum set,oil,army,drum,962.53,2623.309
1153,1153,486112,ash-snake,Hard,gray,clueOption1,slither,clue,ash,snake,5157.442,9010.674
1154,1154,486112,bet-dream,Medium,money,clueOption1,nightmare,band,bet,dream,885.691,2265.991
1155,1155,486112,birth-hand,Medium,baby,clueOption1,pregnant,priest,birth,hand,2257.579,6349.907
1156,1156,486112,bone-garage,Hard,broken,clueOption1,not-muscle,legs,bone,garage,825.975,2290.719
1157,1157,486112,boot-crust,Hard,shoe,clueOption1,shoes,good,boot,crust,142.609,404.8
1158,1158,486112,bowl-sun,Medium,soup,clueOption1,sunshine,nature,bowl,sun,703.118,1792.92
1159,1159,486112,cage-glass,Medium,jail,clueOption1,window,dishes,cage,glass,2218.082,6111.692
1160,1160,486112,candle-wick,Easy,lantern,clueOption1,lighter,lightning,candle,wick,2298.057,6294.157
1161,1161,486112,cave-knight,Hard,underground,clueOption1,dragon,room,cave,knight,486.046,1179.884
1162,1162,486112,chair-table,Easy,furniture-like,clueOption1,furniture,mane,chair,table,4574.88,8895.967
1163,1163,486112,chapel-feet,Medium,not-hands,clueOption1,legs,feelings,chapel,feet,1410.973,4097.663
1164,1164,486112,east-short,Hard,direction,clueOption1,west,apology,east,short,7232.613,9699.515
1165,1165,486112,elm-rock,Medium,pebble,clueOption1,stone,worn,elm,rock,3629.102,7698.502
1166,1166,486112,giant-subtle,Hard,massive,clueOption1,huge,Lion King,giant,subtle,10000.0,10000.0
1167,1167,486112,glow-quick,Medium,lit,clueOption1,synonyms,comet,glow,quick,8231.439,9942.025
1168,1168,486112,gold-silver,Easy,metal,clueOption1,money,hopscotch,gold,silver,10000.0,10000.0
1169,1169,486112,gums-teeth,Easy,chew,clueOption1,mouth,money,gums,teeth,138.278,365.451
1170,1170,486112,happy-sad,Easy,emotions,clueOption1,antonyms,chase,happy,sad,4301.298,8412.582
1171,1171,486112,holy-kind,Medium,nice,clueOption1,church,bug,holy,kind,964.425,2495.964
1172,1172,486112,jump-leap,Easy,bound,clueOption1,hop,divine,jump,leap,6467.827,9493.277
1173,1173,486112,lion-tiger,Easy,animals,clueOption1,cats,unstable,lion,tiger,6892.29,9657.94
1174,1174,486112,new-old,Easy,age,clueOption1,opposites,rapid,new,old,1911.247,5284.223
1175,1175,486112,oak-tree,Easy,grove,clueOption1,forest,red,oak,tree,128.932,351.923
1176,1176,486112,olive-real,Hard,existent,clueOption1,actual,dining,olive,real,5332.874,8965.77
1177,1177,486112,regret-rude,Hard,remember,clueOption1,mad,angry,regret,rude,555.195,1371.787
1178,1178,486112,sit-stand,Easy,not-similar,clueOption1,posture,present,sit,stand,598.157,1464.218
1179,1179,486112,stern-wind,Hard,sailing,clueOption1,sail,burn,stern,wind,813.902,2073.253
1180,1180,486112,trauma-weird,Medium,stress,clueOption1,injury,jungle,trauma,weird,2731.381,7153.733
1181,1181,486514,ankle-travel,Hard,foot,clueOption1,plane,nurse,ankle,travel,1396.319,4337.082
1182,1182,486514,army-drum,Medium,suspense,clueOption1,boy,hop,army,drum,3171.484,7436.935
1183,1183,486514,ash-snake,Hard,skin,clueOption1,shed,tank,ash,snake,2332.547,6197.669
1184,1184,486514,bet-dream,Medium,gamble,clueOption1,gamble,flash,bet,dream,3751.977,8060.154
1185,1185,486514,birth-hand,Medium,deliver,clueOption1,midwife,storm,birth,hand,1071.081,3077.732
1186,1186,486514,bone-garage,Hard,graveyard,clueOption1,death,big,bone,garage,233.879,613.022
1187,1187,486514,boot-crust,Hard,footprint,clueOption1,dirt,sailboat,boot,crust,8170.533,9886.323
1188,1188,486514,bowl-sun,Medium,microwave,clueOption1,light,gentle,bowl,sun,1077.177,3171.697
1189,1189,486514,cage-glass,Medium,fish tank,clueOption1,fish tank,soldier,cage,glass,1566.195,4592.933
1190,1190,486514,candle-wick,Easy,melt,clueOption1,flame,container,candle,wick,1474.246,4350.813
1191,1191,486514,cave-knight,Hard,man,clueOption1,dark,sit,cave,knight,967.86,2597.257
1192,1192,486514,chair-table,Easy,desk,clueOption1,desk,dirty,chair,table,422.721,1027.175
1193,1193,486514,chapel-feet,Medium,holy,clueOption1,baptism,shoe,chapel,feet,965.764,2690.473
1194,1194,486514,east-short,Hard,sunrise,clueOption1,direction,dark,east,short,211.381,580.975
1195,1195,486514,elm-rock,Medium,forest,clueOption1,nature,oral,elm,rock,4354.382,8523.178
1196,1196,486514,giant-subtle,Hard,obvious,clueOption1,obvious,medieval,giant,subtle,8419.863,9914.94
1197,1197,486514,glow-quick,Medium,lightning,clueOption1,firefly,Zuko,glow,quick,10000.0,10000.0
1198,1198,486514,gold-silver,Easy,rich,clueOption1,element,hop,gold,silver,3020.393,7088.101
1199,1199,486514,gums-teeth,Easy,dentures,clueOption1,mouth,west,gums,teeth,2951.539,7484.314
1200,1200,486514,happy-sad,Easy,emotion,clueOption1,emotion,formation,happy,sad,8409.201,9913.338
1201,1201,486514,holy-kind,Medium,Jesus,clueOption1,Christian,erect,holy,kind,5987.636,9389.749
1202,1202,486514,jump-leap,Easy,hop,clueOption1,hop,hope,jump,leap,770.997,1964.575
1203,1203,486514,lion-tiger,Easy,roar,clueOption1,mane,semicircle,lion,tiger,10000.0,10000.0
1204,1204,486514,new-old,Easy,age,clueOption1,condition,kill,new,old,988.183,2701.475
1205,1205,486514,oak-tree,Easy,wood,clueOption1,forest,color,oak,tree,180.874,482.393
1206,1206,486514,olive-real,Hard,oil,clueOption1,oil,zoo,olive,real,2910.189,7053.194
1207,1207,486514,regret-rude,Hard,disrespect,clueOption1,guilt,kennel,regret,rude,10000.0,10000.0
1208,1208,486514,sit-stand,Easy,stool,clueOption1,stool,edge,sit,stand,2066.357,5825.64
1209,1209,486514,stern-wind,Hard,gust,clueOption1,gust,phone,stern,wind,777.256,1955.435
1210,1210,486514,trauma-weird,Medium,hallucination,clueOption1,flashback,bad,trauma,weird,180.503,505.257
1211,1211,487223,ankle-travel,Hard,basketball,clueOption1,basketball,deal,ankle,travel,2917.015,6983.794
1212,1212,487223,ash-snake,Hard,nasty,clueOption1,camouflage,monitoring,ash,snake,10000.0,10000.0
1213,1213,487223,bet-dream,Medium,possibilities,clueOption1,luck,microaggression,bet,dream,10000.0,10000.0
1214,1214,487223,birth-hand,Medium,newborn,clueOption1,newborn,dentist,birth,hand,1741.539,5165.446
1215,1215,487223,bowl-sun,Medium,spherical,clueOption1,Aztecs,flashlight,bowl,sun,7766.627,9868.935
1216,1216,487223,cave-knight,Hard,dungeon,clueOption1,dungeon,human,cave,knight,412.495,1029.721
1217,1217,487223,glow-quick,Medium,lightbulb,clueOption1,flashlight,gentle,glow,quick,1098.372,3163.237
1218,1218,487223,gold-silver,Easy,ores,clueOption1,mineral,shoe,gold,silver,991.243,2634.972
1219,1219,487223,gums-teeth,Easy,mouth,clueOption1,mouth,west,gums,teeth,2951.539,7484.314
1220,1220,487223,holy-kind,Medium,pastor,clueOption1,Christianity,bark,holy,kind,1146.359,3264.987
1221,1221,487223,jump-leap,Easy,pounce,clueOption1,spring,nature,jump,leap,660.717,1639.981
1222,1222,487223,lion-tiger,Easy,cats,clueOption1,cat,birthday,lion,tiger,750.591,1883.314
1223,1223,487223,oak-tree,Easy,wood,clueOption1,wood,river,oak,tree,641.238,1615.71
1224,1224,487223,regret-rude,Hard,hatred,clueOption1,break-up,scented,regret,rude,8917.041,9978.94
1225,1225,487223,sit-stand,Easy,anthem,clueOption1,anthem,deviant,sit,stand,8789.678,9971.354
1226,1226,487223,stern-wind,Hard,sailboat,clueOption1,mill,death,stern,wind,281.771,756.573
1227,1227,487409,ankle-travel,Hard,basketball,clueOption1,basketball,dragon,ankle,travel,3604.661,7712.376
1228,1228,487409,army-drum,Medium,instrument,clueOption1,instrument,mouth,army,drum,459.864,1111.675
1229,1229,487409,ash-snake,Hard,embers,clueOption1,embers,delicate,ash,snake,3040.057,7368.396
1230,1230,487409,bet-dream,Medium,gamble,clueOption1,gamble,nightmare,bet,dream,3942.148,8245.226
1231,1231,487409,birth-hand,Medium,newborn,clueOption1,newborn,deal,birth,hand,2885.935,7149.983
1232,1232,487409,bone-garage,Hard,skeleton,clueOption1,skeleton,leaves,bone,garage,553.745,1369.985
1233,1233,487409,boot-crust,Hard,pie,clueOption1,pie,container,boot,crust,1403.013,4190.409
1234,1234,487409,bowl-sun,Medium,soup,clueOption1,soup,dark,bowl,sun,210.195,562.381
1235,1235,487409,cage-glass,Medium,window,clueOption1,window,baptism,cage,glass,9794.41,9993.486
1236,1236,487409,candle-wick,Easy,cake,clueOption1,burning,band,candle,wick,873.853,2312.429
1237,1237,487409,cave-knight,Hard,medieval,clueOption1,medieval,basketball,cave,knight,1250.53,3768.929
1238,1238,487409,chair-table,Easy,dining,clueOption1,dining,Kacey Musgraves,chair,table,10000.0,10000.0
1239,1239,487409,chapel-feet,Medium,church,clueOption1,church,dirty,chapel,feet,407.988,1026.557
1240,1240,487409,east-short,Hard,direction,clueOption1,direction,hop,east,short,3184.158,7381.986
1241,1241,487409,elm-rock,Medium,tree,clueOption1,tree,opposite,elm,rock,2995.512,7121.094
1242,1242,487409,giant-subtle,Hard,lowkey,clueOption1,lowkey,order,giant,subtle,1058.999,2795.874
1243,1243,487409,glow-quick,Medium,fast,clueOption1,fast,pray,glow,quick,3205.693,7665.682
1244,1244,487409,gold-silver,Easy,medal,clueOption1,medal,carnivore,gold,silver,7920.24,9829.372
1245,1245,487409,gums-teeth,Easy,mouth,clueOption1,chewing,wood,gums,teeth,383.907,961.131
1246,1246,487409,happy-sad,Easy,feelings,clueOption1,feelings,squire,happy,sad,10000.0,10000.0
1247,1247,487409,holy-kind,Medium,saint,clueOption1,saint,outside,holy,kind,742.025,1785.753
1248,1248,487409,jump-leap,Easy,airtime,clueOption1,airtime,feelings,jump,leap,1324.487,4073.291
1249,1249,487409,lion-tiger,Easy,cats,clueOption1,cats,bible,lion,tiger,9896.126,10000.0
1250,1250,487409,new-old,Easy,time,clueOption1,time,firework,new,old,9218.183,9992.53
1251,1251,487409,oak-tree,Easy,leaves,clueOption1,leaves,direction,oak,tree,1025.074,2966.813
1252,1252,487409,olive-real,Hard,legit,clueOption1,legit,chair,olive,real,583.525,1433.378
1253,1253,487409,regret-rude,Hard,negative,clueOption1,negative,ores,regret,rude,10000.0,10000.0
1254,1254,487409,sit-stand,Easy,chair,clueOption1,chair,posture,sit,stand,7136.934,9736.452
1255,1255,487409,stern-wind,Hard,sailboat,clueOption1,sailboat,colors,stern,wind,1032.083,2988.804
1256,1256,487409,trauma-weird,Medium,strange,clueOption1,strange,direction,trauma,weird,1013.029,2895.316
1257,1257,487468,ankle-travel,Hard,basketball,clueOption1,basketball,money,ankle,travel,137.118,370.97
1258,1258,487468,army-drum,Medium,soldierboy,clueOption1,soldier,bracelet,army,drum,6544.901,9551.876
1259,1259,487468,ash-snake,Hard,Slytherin,clueOption1,serpent,frown,ash,snake,874.28,2487.837
1260,1260,487468,bet-dream,Medium,intuition,clueOption1,imagination,chair,bet,dream,623.321,1502.047
1261,1261,487468,birth-hand,Medium,pregnancy,clueOption1,pregnancy,rave,birth,hand,9143.124,9971.111
1262,1262,487468,boot-crust,Hard,dirty,clueOption1,dirty,hop,boot,crust,3044.044,7313.818
1263,1263,487468,bowl-sun,Medium,cereal,clueOption1,cereal,alert,bowl,sun,3358.448,7448.522
1264,1264,487468,cage-glass,Medium,jail,clueOption1,jail,plant,cage,glass,626.393,1549.173
1265,1265,487468,candle-wick,Easy,wax,clueOption1,wax,aging,candle,wick,6559.524,9474.509
1266,1266,487468,cave-knight,Hard,dungeon,clueOption1,dungeon,wood,cave,knight,363.787,944.386
1267,1267,487468,chair-table,Easy,furniture,clueOption1,kitchen,eat,chair,table,232.061,676.929
1268,1268,487468,chapel-feet,Medium,baptize,clueOption1,baptize,not-fake,chapel,feet,10000.0,10000.0
1269,1269,487468,east-short,Hard,longitude,clueOption1,direction,size,east,short,948.118,2460.457
1270,1270,487468,elm-rock,Medium,emerald,clueOption1,emerald,sprain,elm,rock,8975.161,9961.928
1271,1271,487468,giant-subtle,Hard,oxymoron,clueOption1,green beans,white,giant,subtle,131.609,353.992
1272,1272,487468,glow-quick,Medium,rave,clueOption1,fast,circular,glow,quick,3587.571,7833.315
1273,1273,487468,gold-silver,Easy,jewelry,clueOption1,jewelry,foot,gold,silver,758.943,1847.282
1274,1274,487468,gums-teeth,Easy,dentist,clueOption1,dentist,sandals,gums,teeth,5299.794,9192.372
1275,1275,487468,happy-sad,Easy,emotions,clueOption1,opposites,west,happy,sad,3167.301,7557.196
1276,1276,487468,holy-kind,Medium,Jesus,clueOption1,god,casino,holy,kind,6093.869,9385.175
1277,1277,487468,jump-leap,Easy,jump rope,clueOption1,jump rope,goliath,jump,leap,10000.0,10000.0
1278,1278,487468,lion-tiger,Easy,Lion King,clueOption1,animals,walk,lion,tiger,581.945,1457.338
1279,1279,487468,new-old,Easy,opposites,clueOption1,opposites,camouflage,new,old,7346.085,9775.292
1280,1280,487468,oak-tree,Easy,leaves,clueOption1,forest,wishes,oak,tree,5626.741,9213.107
1281,1281,487468,olive-real,Hard,alcohol,clueOption1,wine,feel,olive,real,862.628,2274.876
1282,1282,487468,regret-rude,Hard,bully,clueOption1,bully,body,regret,rude,434.672,1102.12
1283,1283,487468,sit-stand,Easy,chair,clueOption1,busline,bony,sit,stand,10000.0,10000.0
1284,1284,487468,stern-wind,Hard,shelter,clueOption1,storm,black,stern,wind,188.933,492.195
1285,1285,487468,trauma-weird,Medium,PTSD,clueOption1,therapy,skeleton,trauma,weird,2636.234,6748.002
1286,1286,488171,ankle-travel,Hard,foot,clueOption1,foot,Jesus,ankle,travel,931.972,2538.76
1287,1287,488171,army-drum,Medium,marching,clueOption1,march,recollection,army,drum,10000.0,10000.0
1288,1288,488171,ash-snake,Hard,campfire,clueOption1,campfire,toxic,ash,snake,7125.685,9651.989
1289,1289,488171,bet-dream,Medium,goal,clueOption1,goal,shine,bet,dream,787.909,1884.564
1290,1290,488171,birth-hand,Medium,baby,clueOption1,baby,hike,birth,hand,3455.483,7812.561
1291,1291,488171,bone-garage,Hard,parked,clueOption1,parked,wax,bone,garage,2601.927,6662.811
1292,1292,488171,boot-crust,Hard,shoe,clueOption1,shoe,fried,boot,crust,4259.874,8517.801
1293,1293,488171,bowl-sun,Medium,circular,clueOption1,circular,direction,bowl,sun,968.585,2742.529
1294,1294,488171,cage-glass,Medium,zoo,clueOption1,zoo,life,cage,glass,206.774,568.901
1295,1295,488171,candle-wick,Easy,wax,clueOption1,wax,tree,candle,wick,226.778,597.148
1296,1296,488171,cave-knight,Hard,dark,clueOption1,man,shock,cave,knight,2537.951,6509.193
1297,1297,488171,chair-table,Easy,furniture,clueOption1,furniture,time,chair,table,148.282,409.787
1298,1298,488171,chapel-feet,Medium,pray,clueOption1,pray,beautiful,chapel,feet,390.377,958.867
1299,1299,488171,east-short,Hard,direction,clueOption1,direction,quest,east,short,5277.222,9105.848
1300,1300,488171,elm-rock,Medium,hard,clueOption1,hard,stress,elm,rock,956.032,2836.741
1301,1301,488171,giant-subtle,Hard,huge,clueOption1,huge,element,giant,subtle,3470.684,7833.713
1302,1302,488171,glow-quick,Medium,speed,clueOption1,light,science,glow,quick,526.005,1280.662
1303,1303,488171,gold-silver,Easy,elements,clueOption1,elements,riches,gold,silver,6260.696,9498.394
1304,1304,488171,gums-teeth,Easy,mouth,clueOption1,mouth,container,gums,teeth,1373.11,4112.911
1305,1305,488171,happy-sad,Easy,emotions,clueOption1,emotion,powerful,happy,sad,1661.844,4774.017
1306,1306,488171,holy-kind,Medium,religious,clueOption1,religious,down,holy,kind,263.478,703.655
1307,1307,488171,jump-leap,Easy,air,clueOption1,air,pizza,jump,leap,1335.919,3961.382
1308,1308,488171,lion-tiger,Easy,cat,clueOption1,cat,mane,lion,tiger,3951.872,8470.935
1309,1309,488171,new-old,Easy,conditions,clueOption1,condition,metal,new,old,561.92,1336.623
1310,1310,488171,oak-tree,Easy,plant,clueOption1,plant,rich,oak,tree,555.142,1388.816
1311,1311,488171,olive-real,Hard,food,clueOption1,food,aging,olive,real,6278.636,9552.515
1312,1312,488171,regret-rude,Hard,upset,clueOption1,upset,breakfast,regret,rude,1000.818,2833.778
1313,1313,488171,sit-stand,Easy,positions,clueOption1,positions,Jesus,sit,stand,931.279,2598.208
1314,1314,488171,stern-wind,Hard,strong,clueOption1,strong,medieval,stern,wind,8207.276,9900.879
1315,1315,488171,trauma-weird,Medium,sad,clueOption1,sad,boy,trauma,weird,264.355,681.567
1316,1316,490556,ankle-travel,Hard,boots,clueOption1,boots,upset,ankle,travel,1079.907,3063.083
1317,1317,490556,army-drum,Medium,marching,clueOption1,marching,valuable,army,drum,3263.549,7477.116
1318,1318,490556,ash-snake,Hard,lava,clueOption1,eve,tree,ash,snake,206.168,578.982
1319,1319,490556,bet-dream,Medium,uncertain,clueOption1,sleep,protect,bet,dream,1864.116,5486.12
1320,1320,490556,birth-hand,Medium,baby,clueOption1,baby,medieval,birth,hand,8262.567,9908.574
1321,1321,490556,boot-crust,Hard,container,clueOption1,earth,priest,boot,crust,2335.516,6167.689
